latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.100006,0.5,327.0,7200,Europe/Berlin,CEST

time,temperature_2m_mean (°C),precipitation_sum (mm)
2018-08-16,24.1,1.40
2018-08-17,23.5,11.80
2018-08-18,21.4,1.50
2018-08-19,23.6,0.00
2018-08-20,25.2,0.20
2018-08-21,25.4,1.30
2018-08-22,25.6,0.50
2018-08-23,26.5,0.80
2018-08-24,25.3,0.00
2018-08-25,23.1,0.00
2018-08-26,22.6,0.00
2018-08-27,24.5,0.00
2018-08-28,24.2,1.10
2018-08-29,25.0,2.50
2018-08-30,24.2,1.20
2018-08-31,24.1,0.70
2018-09-01,23.9,0.20
2018-09-02,24.3,0.80
2018-09-03,23.9,6.50
2018-09-04,23.5,1.50
2018-09-05,22.2,7.70
2018-09-06,22.0,0.00
2018-09-07,21.8,0.00
2018-09-08,21.8,2.00
2018-09-09,22.1,0.30
2018-09-10,21.8,8.30
2018-09-11,22.7,0.80
2018-09-12,22.1,7.90
2018-09-13,22.9,0.00
2018-09-14,22.0,0.00
2018-09-15,21.1,1.10
2018-09-16,22.5,0.40
2018-09-17,21.9,1.40
2018-09-18,20.9,13.80
2018-09-19,22.1,0.10
2018-09-20,23.2,0.40
2018-09-21,25.1,0.00
2018-09-22,24.6,0.00
2018-09-23,25.1,0.00
2018-09-24,22.8,0.00
2018-09-25,18.0,0.00
2018-09-26,19.4,0.00
2018-09-27,19.4,0.00
2018-09-28,21.3,0.00
2018-09-29,22.1,0.00
2018-09-30,21.9,0.00
2018-10-01,17.9,0.00
2018-10-02,15.7,0.00
2018-10-03,18.3,0.00
2018-10-04,18.6,0.00
2018-10-05,18.5,0.00
2018-10-06,19.5,0.00
2018-10-07,16.5,0.20
2018-10-08,15.2,2.20
2018-10-09,15.2,1.70
2018-10-10,17.3,2.40
2018-10-11,18.4,0.10
2018-10-12,20.2,0.00
2018-10-13,20.1,0.60
2018-10-14,18.4,31.30
2018-10-15,15.8,19.10
2018-10-16,16.4,0.40
2018-10-17,16.3,0.00
2018-10-18,16.3,12.90
2018-10-19,17.3,28.30
2018-10-20,17.1,11.10
2018-10-21,16.4,0.00
2018-10-22,15.6,0.00
2018-10-23,13.5,0.00
2018-10-24,14.1,0.00
2018-10-25,15.2,0.00
2018-10-26,15.6,0.80
2018-10-27,11.8,10.40
2018-10-28,7.8,5.60
2018-10-29,7.3,0.00
2018-10-30,9.2,1.60
2018-10-31,11.5,18.70
2018-11-01,9.4,0.00
2018-11-02,10.1,0.00
2018-11-03,9.5,0.00
2018-11-04,9.0,0.00
2018-11-05,10.3,2.40
2018-11-06,9.5,0.00
2018-11-07,11.2,0.00
2018-11-08,11.5,2.80
2018-11-09,11.6,20.40
2018-11-10,12.2,0.40
2018-11-11,13.5,0.00
2018-11-12,14.3,0.00
2018-11-13,14.3,0.00
2018-11-14,14.0,0.50
2018-11-15,13.5,9.60
2018-11-16,13.7,1.50
2018-11-17,12.4,0.60
2018-11-18,10.5,15.50
2018-11-19,10.4,10.10
2018-11-20,10.0,8.70
2018-11-21,9.5,1.60
2018-11-22,9.8,0.00
2018-11-23,9.4,0.70
2018-11-24,7.2,0.00
2018-11-25,7.9,0.00
2018-11-26,8.4,7.80
2018-11-27,9.0,0.00
2018-11-28,8.5,0.00
2018-11-29,8.6,0.00
2018-11-30,9.2,0.80
2018-12-01,9.1,0.00
2018-12-02,9.1,0.00
2018-12-03,10.1,0.00
2018-12-04,11.2,0.00
2018-12-05,9.8,0.00
2018-12-06,10.2,0.00
2018-12-07,9.1,0.00
2018-12-08,10.3,0.00
2018-12-09,10.8,0.00
2018-12-10,9.1,0.00
2018-12-11,7.4,0.00
2018-12-12,7.8,0.00
2018-12-13,7.8,7.20
2018-12-14,9.0,0.20
2018-12-15,9.7,0.00
2018-12-16,10.2,0.00
2018-12-17,8.6,0.00
2018-12-18,6.6,0.00
2018-12-19,8.1,0.50
2018-12-20,7.7,0.00
2018-12-21,8.1,0.00
2018-12-22,8.3,0.00
2018-12-23,7.7,0.00
2018-12-24,7.0,0.00
2018-12-25,7.0,0.00
2018-12-26,8.3,0.00
2018-12-27,6.6,0.00
2018-12-28,4.9,0.00
2018-12-29,5.5,0.00
2018-12-30,4.3,0.00
2018-12-31,5.0,0.00
2019-01-01,4.3,0.00
2019-01-02,4.4,0.00
2019-01-03,3.2,0.00
2019-01-04,2.8,0.00
2019-01-05,2.6,0.00
2019-01-06,5.0,0.00
2019-01-07,4.1,0.00
2019-01-08,3.9,0.00
2019-01-09,6.7,0.00
2019-01-10,3.6,0.00
2019-01-11,1.4,0.00
2019-01-12,3.3,0.00
2019-01-13,6.5,0.00
2019-01-14,8.7,0.00
2019-01-15,6.4,0.00
2019-01-16,6.6,0.00
2019-01-17,4.8,0.00
2019-01-18,4.6,0.00
2019-01-19,4.3,0.20
2019-01-20,6.2,2.40
2019-01-21,5.5,0.00
2019-01-22,5.0,0.20
2019-01-23,7.4,0.90
2019-01-24,6.0,0.10
2019-01-25,7.8,0.00
2019-01-26,9.1,0.00
2019-01-27,7.1,0.00
2019-01-28,7.9,0.00
2019-01-29,7.3,3.60
2019-01-30,7.3,0.00
2019-01-31,8.9,1.60
2019-02-01,10.2,5.60
2019-02-02,6.4,0.00
2019-02-03,4.9,0.00
2019-02-04,5.5,0.00
2019-02-05,9.2,0.00
2019-02-06,9.1,0.00
2019-02-07,9.1,0.00
2019-02-08,8.6,0.00
2019-02-09,8.0,0.00
2019-02-10,9.6,0.00
2019-02-11,8.9,0.00
2019-02-12,7.3,0.00
2019-02-13,7.7,0.00
2019-02-14,6.2,0.00
2019-02-15,6.7,0.00
2019-02-16,7.7,0.00
2019-02-17,7.3,0.00
2019-02-18,7.3,0.00
2019-02-19,7.7,0.00
2019-02-20,7.9,0.00
2019-02-21,8.2,0.00
2019-02-22,10.1,0.00
2019-02-23,11.4,0.00
2019-02-24,10.3,0.00
2019-02-25,9.9,0.00
2019-02-26,11.4,0.00
2019-02-27,13.5,0.00
2019-02-28,13.0,0.00
2019-03-01,11.9,0.00
2019-03-02,12.9,0.00
2019-03-03,13.7,0.00
2019-03-04,13.9,0.00
2019-03-05,11.9,0.30
2019-03-06,11.1,1.10
2019-03-07,11.9,0.00
2019-03-08,10.9,0.00
2019-03-09,12.1,0.00
2019-03-10,14.3,0.00
2019-03-11,13.2,0.00
2019-03-12,11.9,0.00
2019-03-13,10.7,0.00
2019-03-14,10.1,0.00
2019-03-15,12.7,0.00
2019-03-16,14.2,0.00
2019-03-17,14.2,0.00
2019-03-18,10.7,0.00
2019-03-19,10.3,0.20
2019-03-20,9.3,0.00
2019-03-21,9.5,0.00
2019-03-22,12.1,0.00
2019-03-23,14.3,0.00
2019-03-24,15.4,0.00
2019-03-25,13.9,0.00
2019-03-26,11.1,0.00
2019-03-27,11.8,0.00
2019-03-28,11.2,0.00
2019-03-29,11.2,0.00
2019-03-30,10.3,0.00
2019-03-31,10.0,7.40
2019-04-01,11.2,0.00
2019-04-02,13.0,3.70
2019-04-03,10.8,2.10
2019-04-04,9.2,0.00
2019-04-05,11.0,2.20
2019-04-06,10.4,3.10
2019-04-07,11.1,0.00
2019-04-08,12.6,0.60
2019-04-09,12.7,0.50
2019-04-10,12.8,0.40
2019-04-11,12.5,0.00
2019-04-12,13.0,0.00
2019-04-13,14.2,0.00
2019-04-14,16.3,0.00
2019-04-15,12.5,1.10
2019-04-16,12.8,1.00
2019-04-17,12.1,0.00
2019-04-18,12.8,1.10
2019-04-19,14.7,8.80
2019-04-20,14.4,5.80
2019-04-21,12.6,4.00
2019-04-22,13.5,4.10
2019-04-23,14.7,0.90
2019-04-24,13.0,0.20
2019-04-25,15.3,2.80
2019-04-26,14.1,0.00
2019-04-27,14.7,0.00
2019-04-28,15.1,0.00
2019-04-29,14.9,0.00
2019-04-30,15.2,0.00
2019-05-01,15.5,0.00
2019-05-02,15.9,1.00
2019-05-03,13.1,0.30
2019-05-04,14.2,0.00
2019-05-05,14.0,0.00
2019-05-06,13.9,0.00
2019-05-07,14.8,0.00
2019-05-08,19.7,0.00
2019-05-09,19.7,0.00
2019-05-10,21.2,0.10
2019-05-11,19.8,0.00
2019-05-12,17.9,0.00
2019-05-13,16.6,0.00
2019-05-14,18.4,0.00
2019-05-15,16.7,0.00
2019-05-16,15.3,0.10
2019-05-17,13.5,9.60
2019-05-18,14.2,0.20
2019-05-19,14.0,0.00
2019-05-20,15.6,0.00
2019-05-21,17.2,0.30
2019-05-22,18.4,0.00
2019-05-23,19.1,0.70
2019-05-24,15.0,29.10
2019-05-25,16.9,3.80
2019-05-26,16.8,0.00
2019-05-27,17.7,0.00
2019-05-28,16.4,0.00
2019-05-29,16.8,0.00
2019-05-30,17.7,0.00
2019-05-31,19.1,0.00
2019-06-01,20.5,0.00
2019-06-02,20.4,0.00
2019-06-03,20.2,0.10
2019-06-04,19.6,0.00
2019-06-05,17.8,3.20
2019-06-06,17.4,0.30
2019-06-07,20.6,0.50
2019-06-08,19.3,0.40
2019-06-09,20.9,0.00
2019-06-10,19.7,0.20
2019-06-11,15.4,7.40
2019-06-12,15.8,0.00
2019-06-13,17.2,0.50
2019-06-14,20.1,1.30
2019-06-15,20.9,0.00
2019-06-16,20.6,0.00
2019-06-17,21.9,0.90
2019-06-18,22.1,0.00
2019-06-19,23.1,0.20
2019-06-20,21.9,0.00
2019-06-21,22.0,0.60
2019-06-22,22.0,0.00
2019-06-23,23.8,0.00
2019-06-24,23.5,0.00
2019-06-25,23.1,0.00
2019-06-26,24.1,0.00
2019-06-27,26.6,0.00
2019-06-28,29.9,0.00
2019-06-29,31.6,0.00
2019-06-30,27.7,0.00
2019-07-01,26.8,0.00
2019-07-02,26.0,0.10
2019-07-03,26.6,0.00
2019-07-04,26.8,0.00
2019-07-05,26.5,0.00
2019-07-06,27.4,1.30
2019-07-07,27.9,0.30
2019-07-08,26.6,0.80
2019-07-09,23.3,17.80
2019-07-10,24.0,0.00
2019-07-11,27.4,0.00
2019-07-12,28.7,0.00
2019-07-13,26.6,0.00
2019-07-14,25.0,1.40
2019-07-15,25.5,0.00
2019-07-16,24.4,0.60
2019-07-17,25.5,3.10
2019-07-18,25.9,0.00
2019-07-19,25.4,0.00
2019-07-20,25.8,0.00
2019-07-21,26.1,0.00
2019-07-22,27.5,0.00
2019-07-23,28.8,0.00
2019-07-24,28.1,0.00
2019-07-25,27.1,0.00
2019-07-26,26.3,0.20
2019-07-27,23.2,1.80
2019-07-28,22.5,0.00
2019-07-29,25.7,0.70
2019-07-30,24.9,0.00
2019-07-31,22.6,0.00
2019-08-01,24.5,0.00
2019-08-02,25.4,0.00
2019-08-03,26.1,0.00
2019-08-04,26.2,0.00
2019-08-05,26.2,0.00
2019-08-06,26.7,0.00
2019-08-07,26.9,0.00
2019-08-08,28.9,0.80
2019-08-09,30.3,0.00
2019-08-10,28.4,0.20
2019-08-11,26.5,3.90
2019-08-12,23.7,3.10
2019-08-13,22.2,0.00
2019-08-14,24.6,0.00
2019-08-15,26.0,0.00
2019-08-16,25.4,0.00
2019-08-17,25.3,0.00
2019-08-18,25.8,0.00
2019-08-19,23.8,0.40
2019-08-20,20.6,39.90
2019-08-21,22.3,2.60
2019-08-22,22.9,1.30
2019-08-23,23.8,0.00
2019-08-24,24.1,0.00
2019-08-25,24.6,0.00
2019-08-26,23.3,0.00
2019-08-27,22.0,2.60
2019-08-28,23.6,0.00
2019-08-29,24.8,1.40
2019-08-30,25.4,0.70
2019-08-31,26.1,1.40
2019-09-01,25.4,2.00
2019-09-02,22.1,5.80
2019-09-03,21.6,0.00
2019-09-04,23.5,0.00
2019-09-05,21.2,0.00
2019-09-06,19.2,0.00
2019-09-07,19.3,0.00
2019-09-08,20.2,0.00
2019-09-09,20.1,0.70
2019-09-10,19.0,3.90
2019-09-11,18.4,12.00
2019-09-12,20.2,0.00
2019-09-13,20.7,4.30
2019-09-14,20.9,0.60
2019-09-15,21.6,0.00
2019-09-16,22.6,0.00
2019-09-17,23.3,0.00
2019-09-18,23.9,0.70
2019-09-19,22.1,0.50
2019-09-20,21.0,0.60
2019-09-21,20.5,8.90
2019-09-22,21.9,3.10
2019-09-23,20.2,0.00
2019-09-24,22.7,0.00
2019-09-25,21.4,0.00
2019-09-26,21.1,0.00
2019-09-27,22.7,0.00
2019-09-28,21.0,0.00
2019-09-29,23.0,0.00
2019-09-30,21.9,0.00
2019-10-01,23.0,0.00
2019-10-02,20.2,0.00
2019-10-03,19.0,0.00
2019-10-04,19.8,0.00
2019-10-05,20.2,0.00
2019-10-06,20.0,0.00
2019-10-07,19.3,0.00
2019-10-08,20.0,0.00
2019-10-09,20.1,0.10
2019-10-10,17.8,0.00
2019-10-11,19.6,0.00
2019-10-12,20.0,0.00
2019-10-13,20.5,0.10
2019-10-14,19.2,1.40
2019-10-15,16.2,0.00
2019-10-16,17.1,0.00
2019-10-17,17.9,0.20
2019-10-18,18.6,0.40
2019-10-19,19.2,0.00
2019-10-20,17.1,4.60
2019-10-21,12.8,0.00
2019-10-22,11.0,74.20
2019-10-23,12.5,19.30
2019-10-24,12.4,0.00
2019-10-25,15.4,0.00
2019-10-26,15.1,0.00
2019-10-27,14.7,0.00
2019-10-28,14.6,0.40
2019-10-29,15.9,0.00
2019-10-30,16.3,0.10
2019-10-31,17.0,0.40
2019-11-01,17.1,0.40
2019-11-02,17.7,0.00
2019-11-03,15.8,0.70
2019-11-04,16.4,0.00
2019-11-05,13.4,2.00
2019-11-06,12.3,0.00
2019-11-07,10.7,0.00
2019-11-08,9.5,0.10
2019-11-09,10.7,0.50
2019-11-10,9.2,1.40
2019-11-11,8.8,0.00
2019-11-12,9.7,0.00
2019-11-13,10.4,8.30
2019-11-14,8.3,2.40
2019-11-15,6.7,0.40
2019-11-16,6.2,0.00
2019-11-17,8.4,0.10
2019-11-18,7.6,0.60
2019-11-19,6.7,0.00
2019-11-20,7.1,0.00
2019-11-21,8.2,0.50
2019-11-22,9.5,6.70
2019-11-23,9.6,0.80
2019-11-24,9.8,0.00
2019-11-25,10.2,0.10
2019-11-26,11.4,0.40
2019-11-27,12.1,0.30
2019-11-28,12.6,0.00
2019-11-29,13.2,0.00
2019-11-30,12.1,0.00
2019-12-01,10.4,1.20
2019-12-02,7.5,0.00
2019-12-03,6.0,1.30
2019-12-04,8.2,51.40
2019-12-05,8.9,24.60
2019-12-06,9.1,0.10
2019-12-07,7.3,0.00
2019-12-08,7.8,0.20
2019-12-09,10.2,0.00
2019-12-10,8.8,0.00
2019-12-11,7.4,0.00
2019-12-12,8.7,2.00
2019-12-13,14.8,0.00
2019-12-14,12.4,0.00
2019-12-15,8.8,0.00
2019-12-16,8.9,0.00
2019-12-17,11.9,0.30
2019-12-18,10.8,0.00
2019-12-19,9.1,7.50
2019-12-20,12.8,11.50
2019-12-21,13.8,0.80
2019-12-22,14.1,0.00
2019-12-23,10.7,0.00
2019-12-24,9.9,0.00
2019-12-25,9.6,0.00
2019-12-26,9.3,0.00
2019-12-27,6.8,0.00
2019-12-28,6.4,0.00
2019-12-29,5.3,0.00
2019-12-30,4.0,0.00
2019-12-31,3.6,0.00
2020-01-01,3.8,0.00
2020-01-02,3.2,0.00
2020-01-03,3.8,0.00
2020-01-04,5.1,0.00
2020-01-05,6.1,0.00
2020-01-06,5.6,0.00
2020-01-07,4.1,0.00
2020-01-08,6.0,0.00
2020-01-09,6.2,0.00
2020-01-10,7.5,0.00
2020-01-11,4.8,0.00
2020-01-12,3.6,0.00
2020-01-13,2.8,0.00
2020-01-14,3.5,0.00
2020-01-15,5.2,0.00
2020-01-16,7.0,0.00
2020-01-17,7.9,0.00
2020-01-18,7.3,0.00
2020-01-19,6.5,21.00
2020-01-20,3.2,14.60
2020-01-21,7.3,82.30
2020-01-22,8.1,29.40
2020-01-23,7.8,15.30
2020-01-24,7.4,0.60
2020-01-25,7.1,1.30
2020-01-26,7.5,2.40
2020-01-27,6.7,0.00
2020-01-28,9.4,0.00
2020-01-29,10.9,0.00
2020-01-30,10.9,0.00
2020-01-31,11.9,0.80
2020-02-01,11.7,0.20
2020-02-02,12.3,0.00
2020-02-03,12.9,0.00
2020-02-04,11.5,0.00
2020-02-05,7.1,0.00
2020-02-06,6.9,0.00
2020-02-07,7.7,0.00
2020-02-08,8.0,0.00
2020-02-09,9.2,0.00
2020-02-10,11.2,0.00
2020-02-11,12.4,0.00
2020-02-12,10.5,0.00
2020-02-13,11.7,1.30
2020-02-14,11.4,0.00
2020-02-15,10.8,0.00
2020-02-16,10.8,0.00
2020-02-17,11.9,0.00
2020-02-18,9.3,0.00
2020-02-19,8.4,0.00
2020-02-20,9.4,0.00
2020-02-21,8.9,0.00
2020-02-22,9.9,0.00
2020-02-23,10.4,0.00
2020-02-24,11.6,0.00
2020-02-25,10.7,0.00
2020-02-26,10.6,0.00
2020-02-27,11.2,0.00
2020-02-28,12.8,0.00
2020-02-29,13.2,0.00
2020-03-01,14.6,0.20
2020-03-02,11.3,5.10
2020-03-03,10.3,0.50
2020-03-04,13.3,0.00
2020-03-05,12.9,0.70
2020-03-06,8.7,0.20
2020-03-07,9.5,0.00
2020-03-08,11.2,0.00
2020-03-09,11.1,0.00
2020-03-10,12.7,0.00
2020-03-11,14.4,0.00
2020-03-12,15.1,0.00
2020-03-13,12.8,3.40
2020-03-14,12.3,0.00
2020-03-15,10.7,1.20
2020-03-16,11.5,11.10
2020-03-17,12.3,10.30
2020-03-18,11.7,0.00
2020-03-19,10.2,0.00
2020-03-20,9.5,0.10
2020-03-21,10.0,0.00
2020-03-22,10.3,1.50
2020-03-23,10.9,12.30
2020-03-24,10.4,0.30
2020-03-25,7.5,4.90
2020-03-26,6.5,7.70
2020-03-27,7.8,0.80
2020-03-28,10.9,0.00
2020-03-29,11.2,0.00
2020-03-30,7.0,6.70
2020-03-31,6.5,22.70
2020-04-01,9.7,23.90
2020-04-02,9.7,7.40
2020-04-03,9.7,0.00
2020-04-04,10.6,0.00
2020-04-05,10.2,0.00
2020-04-06,11.4,0.40
2020-04-07,11.7,2.20
2020-04-08,11.8,0.00
2020-04-09,11.9,0.00
2020-04-10,13.1,0.00
2020-04-11,13.2,0.00
2020-04-12,12.8,0.00
2020-04-13,12.0,3.80
2020-04-14,13.7,0.90
2020-04-15,12.2,1.00
2020-04-16,13.9,0.00
2020-04-17,13.3,1.50
2020-04-18,14.4,1.90
2020-04-19,14.2,23.70
2020-04-20,15.2,14.30
2020-04-21,12.6,36.30
2020-04-22,13.6,10.10
2020-04-23,14.4,0.70
2020-04-24,14.3,0.00
2020-04-25,14.1,0.00
2020-04-26,15.0,1.80
2020-04-27,14.4,9.60
2020-04-28,15.0,0.50
2020-04-29,14.7,0.00
2020-04-30,16.3,0.40
2020-05-01,18.4,0.00
2020-05-02,20.4,0.00
2020-05-03,19.2,0.00
2020-05-04,17.7,0.00
2020-05-05,19.8,0.00
2020-05-06,19.9,0.00
2020-05-07,18.3,0.10
2020-05-08,17.2,0.10
2020-05-09,16.9,0.20
2020-05-10,15.5,25.10
2020-05-11,17.0,0.00
2020-05-12,15.5,1.80
2020-05-13,16.4,9.80
2020-05-14,13.7,21.90
2020-05-15,15.3,2.60
2020-05-16,15.2,9.30
2020-05-17,15.9,0.00
2020-05-18,17.2,0.00
2020-05-19,18.9,0.00
2020-05-20,20.5,0.00
2020-05-21,21.4,0.00
2020-05-22,22.2,0.00
2020-05-23,21.6,0.20
2020-05-24,18.5,5.30
2020-05-25,17.2,11.30
2020-05-26,20.0,0.00
2020-05-27,20.2,0.00
2020-05-28,19.0,0.00
2020-05-29,20.2,0.00
2020-05-30,19.2,0.00
2020-05-31,18.9,0.10
2020-06-01,19.3,2.00
2020-06-02,19.9,0.00
2020-06-03,20.1,10.20
2020-06-04,17.8,2.10
2020-06-05,17.8,0.00
2020-06-06,19.5,0.40
2020-06-07,18.2,3.80
2020-06-08,16.2,0.00
2020-06-09,16.6,0.00
2020-06-10,17.5,0.00
2020-06-11,18.6,6.40
2020-06-12,18.9,0.50
2020-06-13,19.2,0.00
2020-06-14,20.4,4.10
2020-06-15,21.0,0.10
2020-06-16,19.3,4.70
2020-06-17,18.8,0.00
2020-06-18,18.3,10.80
2020-06-19,18.4,4.40
2020-06-20,21.0,0.30
2020-06-21,23.9,0.00
2020-06-22,23.2,0.00
2020-06-23,22.3,0.00
2020-06-24,22.6,0.00
2020-06-25,23.7,0.00
2020-06-26,23.6,0.00
2020-06-27,23.7,0.60
2020-06-28,24.1,0.70
2020-06-29,24.1,0.00
2020-06-30,24.1,0.00
2020-07-01,25.3,0.00
2020-07-02,24.5,3.10
2020-07-03,22.6,0.00
2020-07-04,22.6,0.00
2020-07-05,24.9,0.00
2020-07-06,26.1,0.00
2020-07-07,23.4,0.00
2020-07-08,23.5,0.40
2020-07-09,25.4,0.10
2020-07-10,25.6,2.10
2020-07-11,23.9,0.00
2020-07-12,23.6,0.00
2020-07-13,24.1,2.60
2020-07-14,23.2,0.00
2020-07-15,23.0,0.00
2020-07-16,23.3,0.00
2020-07-17,23.8,0.00
2020-07-18,24.2,0.00
2020-07-19,24.9,0.00
2020-07-20,24.3,0.00
2020-07-21,24.7,0.00
2020-07-22,25.2,0.70
2020-07-23,27.0,0.00
2020-07-24,26.6,0.10
2020-07-25,25.4,0.00
2020-07-26,26.0,0.00
2020-07-27,26.7,0.00
2020-07-28,27.2,0.00
2020-07-29,26.4,0.00
2020-07-30,27.1,0.00
2020-07-31,28.2,0.00
2020-08-01,29.0,0.00
2020-08-02,26.4,0.00
2020-08-03,24.0,0.00
2020-08-04,23.7,0.00
2020-08-05,24.8,0.00
2020-08-06,25.7,0.00
2020-08-07,26.8,0.00
2020-08-08,27.5,0.00
2020-08-09,28.1,0.00
2020-08-10,26.5,0.00
2020-08-11,26.3,0.00
2020-08-12,25.4,2.60
2020-08-13,26.6,0.30
2020-08-14,24.6,1.50
2020-08-15,24.7,0.20
2020-08-16,24.9,0.00
2020-08-17,25.5,0.00
2020-08-18,25.4,0.00
2020-08-19,26.4,0.00
2020-08-20,25.9,0.00
2020-08-21,26.7,0.00
2020-08-22,27.1,0.00
2020-08-23,25.4,0.00
2020-08-24,24.2,0.00
2020-08-25,26.6,0.00
2020-08-26,26.4,0.00
2020-08-27,26.6,0.00
2020-08-28,24.7,19.20
2020-08-29,20.0,7.30
2020-08-30,18.6,0.00
2020-08-31,19.1,0.00
2020-09-01,21.1,0.00
2020-09-02,21.0,0.00
2020-09-03,21.6,0.00
2020-09-04,22.0,0.00
2020-09-05,22.4,0.00
2020-09-06,22.6,0.00
2020-09-07,19.3,0.40
2020-09-08,19.7,0.00
2020-09-09,20.4,5.00
2020-09-10,21.8,0.00
2020-09-11,23.3,0.10
2020-09-12,24.3,0.20
2020-09-13,25.2,0.00
2020-09-14,23.7,0.00
2020-09-15,23.8,1.00
2020-09-16,24.1,1.20
2020-09-17,23.5,0.00
2020-09-18,21.4,2.80
2020-09-19,21.7,7.70
2020-09-20,21.7,0.50
2020-09-21,21.5,0.00
2020-09-22,20.4,0.00
2020-09-23,21.8,0.90
2020-09-24,21.2,2.60
2020-09-25,16.8,0.00
2020-09-26,15.8,0.00
2020-09-27,16.0,0.00
2020-09-28,15.7,0.00
2020-09-29,16.5,0.00
2020-09-30,18.4,0.00
2020-10-01,20.0,0.00
2020-10-02,14.7,9.80
2020-10-03,14.1,0.00
2020-10-04,13.8,0.10
2020-10-05,14.0,0.00
2020-10-06,17.2,0.00
2020-10-07,18.9,0.00
2020-10-08,18.2,0.00
2020-10-09,19.4,0.00
2020-10-10,18.2,0.20
2020-10-11,13.9,0.00
2020-10-12,13.3,0.00
2020-10-13,15.3,0.00
2020-10-14,13.4,1.00
2020-10-15,11.9,0.00
2020-10-16,11.0,0.00
2020-10-17,12.0,0.00
2020-10-18,13.7,0.00
2020-10-19,14.1,0.00
2020-10-20,16.0,0.00
2020-10-21,19.2,1.00
2020-10-22,17.4,1.60
2020-10-23,16.3,0.00
2020-10-24,15.6,0.00
2020-10-25,15.8,0.20
2020-10-26,13.1,3.00
2020-10-27,13.2,0.00
2020-10-28,14.1,0.30
2020-10-29,14.3,0.00
2020-10-30,15.3,0.00
2020-10-31,16.3,0.00
2020-11-01,16.8,0.00
2020-11-02,17.5,0.00
2020-11-03,14.0,3.30
2020-11-04,9.1,15.30
2020-11-05,11.8,6.10
2020-11-06,15.4,8.80
2020-11-07,15.8,12.70
2020-11-08,12.3,0.00
2020-11-09,13.3,0.00
2020-11-10,12.4,0.00
2020-11-11,12.4,0.00
2020-11-12,12.6,0.00
2020-11-13,12.5,0.00
2020-11-14,13.2,1.00
2020-11-15,14.7,0.00
2020-11-16,14.8,0.00
2020-11-17,11.4,0.00
2020-11-18,12.2,0.00
2020-11-19,12.4,0.00
2020-11-20,9.9,0.00
2020-11-21,7.6,0.00
2020-11-22,8.3,0.00
2020-11-23,7.9,0.00
2020-11-24,8.4,0.00
2020-11-25,9.6,0.00
2020-11-26,11.1,0.60
2020-11-27,12.4,17.70
2020-11-28,10.9,10.80
2020-11-29,11.0,0.00
2020-11-30,9.6,0.00
2020-12-01,7.8,0.00
2020-12-02,7.3,0.00
2020-12-03,6.4,0.00
2020-12-04,6.6,0.00
2020-12-05,4.7,0.40
2020-12-06,7.1,0.00
2020-12-07,7.8,2.40
2020-12-08,7.9,0.00
2020-12-09,6.8,0.00
2020-12-10,9.0,2.40
2020-12-11,10.7,8.50
2020-12-12,10.6,0.00
2020-12-13,9.9,0.00
2020-12-14,9.6,0.00
2020-12-15,10.7,1.20
2020-12-16,8.2,0.00
2020-12-17,7.2,0.00
2020-12-18,8.0,0.00
2020-12-19,8.5,0.40
2020-12-20,8.9,2.50
2020-12-21,8.2,0.00
2020-12-22,9.3,0.00
2020-12-23,9.3,0.00
2020-12-24,7.7,0.00
2020-12-25,5.5,0.00
2020-12-26,3.5,0.00
2020-12-27,3.6,0.00
2020-12-28,6.6,1.00
2020-12-29,6.9,0.00
2020-12-30,6.0,0.00
2020-12-31,6.2,0.00
