index,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,Selected_region
507,Jaro,2019,1164120,Sembro Vendimia Seleccionada Tempranillo 2019,3.8,259,6.85,España,Ribera del Duero,Ribera del Duero
508,Bodega de Bardos,2018,6276504,Roble 2018,3.7,223,6.85,España,Ribera del Duero,Ribera del Duero
509,Marques de Vitoria,2016,1488465,Rioja Crianza 2016,3.6,745,6.86,España,Rioja,Rioja
510,Celler Mas Pòlit,2019,6477060,Terra Indika 2019,3.7,25,6.88,España,Empordà,other
511,Señorío de Nava,2018,1139423,Roble Ribera del Duero 2018,3.7,71,6.9,España,Ribera del Duero,Ribera del Duero
512,Vega Real,2018,1139212,Ribera del Duero Roble 2018,3.6,379,6.9,España,Ribera del Duero,Ribera del Duero
513,EGO,2020,1787864,Gorú 2020,3.7,113,6.9,España,Jumilla,other
514,EGO,2019,1787864,Gorú 2019,3.8,680,6.9,España,Jumilla,other
515,Pinord,2015,1549673,Penedés Crianza Tempranillo Taanug 2015,2.7,35,6.9,España,Panadés,other
516,Solar Viejo,2017,1181896,Crianza 2017,3.8,138,6.9,España,Rioja,Rioja
517,Bodega Tandem,2019,5965390,Inmune 2019,3.7,37,6.9,España,Navarra,other
518,De Moya,2019,2766217,Justina 2019,3.9,148,6.9,España,Valencia,other
519,Habla,2018,1978855,de La Tierra 2018,3.7,1733,6.9,España,Extremadura,other
520,Dominio de Longaz,2016,3607283,Longaz Garnacha 2016,3.4,27,6.9,España,Cariñena,Catalunya Sul
521,Abad,2019,6353424,Dom Bueno Mencia Laderas del Norte 2019,3.9,70,6.9,España,Bierzo,other
522,Pago Aylés,2018,2650018,a de Aylés 2018,3.8,200,6.9,España,Aragón,other
523,Martin Berdugo,2018,1158446,Barrica 2018,3.5,184,6.9,España,Ribera del Duero,Ribera del Duero
524,Finca Albret,2017,7672876,El Balcón Crianza 2017,3.5,42,6.9,España,Navarra,other
525,De Moya,2019,5220637,Gloria 2019,3.9,94,6.9,España,Valencia,other
526,Finca Bacara,2019,4583398,3015 Monastrell Ecológico 2019,3.7,243,6.9,España,Jumilla,other
527,Celler Cooperatiu d'Espolla,2018,2445126,Panissars  Negre 2018,3.6,27,6.9,España,Cataluña,Catalunya Sul
528,Bodegas Olarra,2017,1470685,Añares Crianza Rioja 2017,3.6,533,6.9,España,Rioja,Rioja
529,Terra d'Uro,2018,5460810,La Enfermera 2018,3.7,1637,6.9,España,Toro,other
530,Abel Mendoza Monge,2020,1221602,Jarrarte 2020,3.4,36,6.9,España,Rioja,Rioja
531,Finca Bacara,2020,7087103,Time Waits For No One (Double Skull) 2020,4.0,123,6.9,España,Jumilla,other
532,Finca Constancia,2018,2180052,Selección 2018,3.7,42,6.9,España,Castilla,other
533,Paco & Lola,2017,1301320,Paco Garnacha - Tempranillo 2017,3.6,53,6.9,España,Navarra,other
534,Bodegas Vilano,2020,3973671,Black Edition 2020,4.0,39,6.9,España,Ribera del Duero,Ribera del Duero
535,Covitoro,2018,4445319,Barbián 2018,3.6,164,6.9,España,Toro,other
536,Hacienda Albae,2017,5463135,Malbec 2017,3.3,73,6.9,España,La Mancha,other
537,Hacienda Albae,2017,2801731,Cabernet Sauvignon 2017,3.7,29,6.9,España,La Mancha,other
538,Finca Bacara,2020,4583398,3015 Monastrell Ecológico 2020,3.6,243,6.9,España,Jumilla,other
539,El Miracle,2018,8559285,No. 01 2018,3.5,777,6.9,España,Valencia,other
540,Paco & Lola,2019,1301320,Paco Garnacha - Tempranillo 2019,3.5,50,6.9,España,Navarra,other
541,Hacienda Albae,2018,1459107,Syrah 2018,3.6,27,6.9,España,La Mancha,other
542,Pinord,2020,2438013,Càtar Montsant 2020,3.5,114,6.9,España,Montsant,Catalunya Sul
543,Bodegas Olarra,2018,1470685,Añares Crianza Rioja 2018,3.6,461,6.9,España,Rioja,Rioja
544,Tierra De Cubas,2018,9861362,Manadero Collecion de Parcellas Garnacha 2018,4.1,55,6.9,España,Cariñena,Catalunya Sul
545,Bodegas Franco-Españolas,2018,1100348,Rioja Bordón Crianza 2018,3.6,157,6.9,España,Rioja,Rioja
546,Pago Aylés,2019,2650018,a de Aylés 2019,3.8,104,6.9,España,Aragón,other
547,Vinos Valtuille,2020,1225223,Pago de Valdoneje 2020,3.8,68,6.9,España,Bierzo,other
548,Viore,2014,5630493,Ribera del Duero Crianza 2014,3.4,77,6.95,España,Ribera del Duero,Ribera del Duero
549,Vinos Divertidos,2019,1368438,Teta de Vaca 2019,3.4,47,6.95,España,Calatayud,other
550,Cuatro Rayas,2020,6351008,Organic Tempranillo 2020,3.5,30,6.95,España,Rueda,other
551,Tagonius,2018,1148206,Tinto Roble 2018,3.4,34,6.95,España,Madrid,other
552,La Vinyeta,2020,1220836,Heus Negre 2020,3.4,27,6.95,España,Empordà,other
553,Vina Herminia,2017,1668285,Rioja Crianza 2017,3.4,35,6.95,España,Rioja,Rioja
554,Marqués de Cáceres,2018,10247,Rioja Crianza 2018,3.7,655,6.95,España,Rioja,Rioja
555,Torre de Oña,2018,1403094,Finca San Martin Rioja Crianza 2018,3.8,277,6.95,España,Rioja,Rioja
556,Lan,2017,88830,Crianza Rioja 2017,3.8,1978,6.95,España,Rioja,Rioja
557,Guelbenzu,2016,1901038,Vierlas 2016,3.6,46,6.95,España,Ribera del Queiles,other
558,Altún,2020,1288740,Albiker 2020,3.7,40,6.95,España,Rioja,Rioja
559,Castillo de Monesma,2013,1779371,Crianza Cabernet Sauvignon - Merlot 2013,3.4,87,6.95,España,Somontano,other
560,Dominio de Atauta,2019,1693444,Viridiana Ribera del Duero Roble 2019,3.7,42,6.95,España,Ribera del Duero,Ribera del Duero
561,Bodegas Javier San Pedro Ortega,2017,1595750,Cueva de Lobos Crianza 2017,3.6,97,6.95,España,Rioja,Rioja
562,Sonsierra,2017,1193066,Crianza 2017,3.4,125,6.95,España,Rioja Alta,other
563,Bodegas Valdelana,2020,7203772,Vi-Ve La Llave de Los Sueños Rioja 2020,3.7,72,6.95,España,Rioja Alavesa,other
564,AltoLandon,2019,1928870,Irrepetible 2019,3.4,93,6.95,España,Manchuela,other
565,Dairo,2016,1431143,Crianza 2016,3.4,199,6.95,España,Montsant,Catalunya Sul
566,Martinez Corta,2017,1158582,Crianza 2017,3.6,75,6.95,España,Rioja,Rioja
567,Matarromera,2018,1446214,Melior Ribera del Duero 2018,3.5,143,6.95,España,Ribera del Duero,Ribera del Duero
568,Castillo de Embid,2016,5074365,Crianza 2016,3.7,135,6.95,España,Cariñena,Catalunya Sul
569,Celler de Capçanes,2020,1403428,Mas Picosa Flor En Flor Montsant 2020,3.6,118,6.95,España,Montsant,Catalunya Sul
570,Viña Pomal,2018,1126218,Centenario Crianza 2018,3.7,218,6.95,España,Rioja,Rioja
571,Breca,2019,5748100,Garnacha de Fuego 2019,3.6,265,6.95,España,Calatayud,other
572,Ca N'Estella,2017,3168953,Clot Dels Oms Tinto 2017,3.7,25,6.95,España,Panadés,other
573,Pagos del Moncayo,2020,4677325,Prados Fusión Garnacha - Syrah 2020,3.8,79,6.95,España,Campo de Borja,other
574,Bodegas Fontana,2019,3449882,Oveja Tinta Malbec 2019,3.8,102,6.95,España,Uclés,other
575,Luzon,2020,2356292,Finca Luzon 2020,3.5,25,6.95,España,Jumilla,other
576,Finca La Solana,2016,1720646,Las Hermanas Joven 2016,3.4,200,6.95,España,Jumilla,other
577,Pittacum,2019,2758426,Petit Pittacum 2019,3.6,363,6.97,España,Bierzo,other
578,Andrés Díaz,2018,2069537,dÓrio Garnacha Cepas Viejas 2018,3.6,56,6.98,España,Madrid,other
579,Amézola de la Mora,2016,49874,Viña Amézola Crianza 2016,3.6,279,6.98,España,Rioja,Rioja
580,Viñedos Hermanos Hernáiz,2019,5373253,El Pedal Tempranillo 2019,3.2,84,6.99,España,Rioja Alta,other
581,Montecillo,2017,1100227,Rioja Crianza 2017,3.7,878,6.99,España,Rioja,Rioja
582,Win,N.V.,4410652,Tempranillo De-alcoholised N.V.,2.4,155,6.99,España,Ribera del Duero,Ribera del Duero
583,Medrano Irazu,2018,1219007,Crianza 2018,3.7,34,6.99,España,Rioja,Rioja
584,Nebla,2019,3246999,Garnacha 2019,3.6,245,6.99,España,Valencia,other
585,Familia Bastida,2019,4195603,Genio Español Monastrell 12 Meses en Barrica 2019,3.9,55,6.99,España,Jumilla,other
586,Dios Ares,2017,1204852,Crianza 2017,3.8,49,6.99,España,Rioja,Rioja
587,Bodegas Olarra,2018,1367561,Cerro Añon Crianza Rioja 2018,4.0,302,6.99,España,Rioja,Rioja
588,Can Blau,2019,1478833,Blau 2019,3.7,195,7.0,España,Montsant,Catalunya Sul
589,Raimat,2019,2683897,Anima de Raimat Tinto 2019,3.8,58,7.0,España,Costers del Segre,other
590,Ramon Ramos,2016,5140822,Parlaor 2016,3.5,166,7.01,España,Toro,other
591,Dehesa El Carrascal,2017,6367148,Tudon's Petit Verdot 2017,4.0,49,7.01,España,Castilla,other
592,Mas Ramoneda,2016,2191984,Finca de la Perdiu Negre 2016,3.7,32,7.01,España,Costers del Segre,other
593,Montecillo,2018,1100227,Rioja Crianza 2018,3.5,281,7.01,España,Rioja,Rioja
594,Familia Torres,2020,9241287,Natureo De-Alcoholised Red 2020,3.0,34,7.02,España,Panadés,other
595,La Vinyeta,2019,1220836,Heus Negre 2019,3.6,181,7.05,España,Empordà,other
596,Tridente,2017,1403702,Entresuelos Tempranillo 2017,3.8,401,7.05,España,Castilla y León,other
597,Señorio de Villarrica,2017,1653281,Crianza 2017,3.8,147,7.07,España,Rioja,Rioja
598,Dominio Dostares,2015,1853501,Estay Prieto Picudo 2015,3.5,251,7.08,España,Bierzo,other
599,Dominio de Bornos,2019,3478145,Roble 2019,3.7,54,7.09,España,Ribera del Duero,Ribera del Duero
600,Ontañón,2019,1500238,Rioja Viticultura Ecológica 2019,3.7,106,7.1,España,Rioja,Rioja
601,Matsu,2020,1169235,El Picaro 2020,3.8,2407,7.1,España,Toro,other
602,Altanza,2018,1247469,Edulis de Altanza Rioja Crianza 2018,3.8,43,7.1,España,Rioja,Rioja
603,Martin Berdugo,2019,1158446,Barrica 2019,3.8,80,7.1,España,Ribera del Duero,Ribera del Duero
604,Viñas del Vero,2017,1599976,Tempranillo - Cabernet Sauvignon Crianza 2017,3.5,152,7.1,España,Somontano,other
605,Valcarlos,2016,77044,Fortius Reserva 2016,3.8,30,7.13,España,Navarra,other
606,Pradorey,2020,1136269,Origen 2020,3.4,126,7.15,España,Ribera del Duero,Ribera del Duero
607,Rodríguez de Vera,2018,6065115,Pituco MST 2018,3.5,107,7.15,España,Castilla,other
608,Familia Torres,2018,1147949,Coronas Tempranillo 2018,3.4,1406,7.15,España,Cataluña,Catalunya Sul
609,Bodega Otto Bestué,2018,1201169,Finca Rableros 2018,3.8,69,7.15,España,Somontano,other
610,Rodríguez de Vera,2019,2200683,Jumenta 2019,3.7,32,7.15,España,Castilla,other
611,Pascona,2020,2121989,Lo Petitó de Pascona 2020,3.4,32,7.15,España,Montsant,Catalunya Sul
612,Lomopardo,2012,2211573,Mencía 2012,3.5,158,7.17,España,Bierzo,other
613,Legaris,2019,1134266,Ribera del Duero Roble 2019,3.6,1011,7.18,España,Ribera del Duero,Ribera del Duero
614,Basagoiti,2018,1437100,Nabari 2018,3.5,45,7.19,España,Rioja,Rioja
615,Azabache,2017,1432368,Reserva Tempranillo - Graciano 2017,3.6,54,7.2,España,Rioja,Rioja
616,Atance,2019,3110608,Bobal 2019,3.7,231,7.2,España,Valencia,other
617,Morca,2020,5792926,Flor de Morca 2020,3.9,53,7.2,España,Campo de Borja,other
618,Tábula,2019,1135605,Damana 5 Ribera del Duero 2019,3.7,245,7.2,España,Ribera del Duero,Ribera del Duero
619,Jaro,2020,1164120,Sembro Vendimia Seleccionada Tempranillo 2020,3.6,114,7.2,España,Ribera del Duero,Ribera del Duero
620,Finca Antigua,2014,13943,Crianza 2014,3.8,97,7.2,España,La Mancha,other
621,Bodegas Carramimbre,2020,1137288,Carramimbre Roble 2020,3.7,386,7.21,España,Ribera del Duero,Ribera del Duero
622,Abadia de Poblet,2018,1416376,Monestir de Poblet Intramurs Tinto 2018,3.6,263,7.22,España,Conca de Barberà,other
623,Familia Torres,2013,3129085,Gran Coronas Reserva Cabernet Sauvignon 2013,3.7,4612,7.22,España,Panadés,other
624,Pinna Fidelis,2019,1198159,Ribera del Duero Roble 2019,3.8,484,7.24,España,Ribera del Duero,Ribera del Duero
626,Volver,2020,8516607,La Quinta de Rafa 2020,3.8,81,7.25,España,Almansa,other
627,Pradorey,2019,1136269,Origen 2019,3.6,677,7.25,España,Ribera del Duero,Ribera del Duero
628,Baronia,2017,1397246,Cims del Montsant 2017,3.6,98,7.25,España,Montsant,Catalunya Sul
629,Familia Torres,2016,7569397,22 Pies Rioja Crianza 2016,3.6,654,7.25,España,Rioja,Rioja
630,Vins de Pedra,2020,5093674,Negre de Folls 2020,3.7,33,7.25,España,Conca de Barberà,other
631,Viña Pomal,2018,1126216,Crianza 2018,3.7,240,7.25,España,Rioja,Rioja
632,Paramo Arroyo,2019,4600959,Ser Vivo Y Natural 2019,3.8,34,7.28,España,Ribera del Duero,Ribera del Duero
633,Solar Viejo,2017,1518048,Orube Crianza 2017,3.9,674,7.3,España,Rioja,Rioja
634,Tobia,N.V.,8447360,Tobía Cuvée Tinto N.V.,3.7,35,7.3,España,Rioja,Rioja
635,Martí Fabra,2019,1173849,L'Oratori Empordà 2019,3.5,186,7.3,España,Empordà,other
636,Arroyo,2018,1450109,Roble Tinto 2018,3.4,63,7.3,España,Ribera del Duero,Ribera del Duero
637,Eguren Ugarte,2018,1128845,Crianza 2018,3.6,234,7.3,España,Rioja,Rioja
638,Matsu,2019,1169235,El Picaro 2019,3.8,3730,7.35,España,Toro,other
639,Viña Real,2018,1261821,Rioja Crianza 2018,3.5,384,7.38,España,Rioja,Rioja
640,Volver,2019,8516607,La Quinta de Rafa 2019,3.7,128,7.38,España,Almansa,other
641,Bodegas Faustino,2016,7533604,Art Collection Crianza 2016,3.7,551,7.38,España,Rioja,Rioja
642,Marqués de Cáceres,2017,10247,Rioja Crianza 2017,3.7,5767,7.38,España,Rioja,Rioja
643,Garbó,2019,1360693,Negre 2019,3.7,200,7.39,España,Montsant,Catalunya Sul
644,Viña Mayor,2019,1129480,Ribera del Duero Tinto Roble 2019,3.5,457,7.4,España,Ribera del Duero,Ribera del Duero
645,Espelt,2019,1731540,Sauló 2019,3.5,106,7.4,España,Empordà,other
646,Palacios Remondo,2019,1138914,Rioja La Vendimia 2019,3.8,633,7.4,España,Rioja,Rioja
647,Castillo Perelada,2020,5682532,Només Garnatxa Negra 2020,3.5,33,7.41,España,Empordà,other
648,El Coto,2013,1181471,Coto Mayor Crianza 2013,3.7,390,7.41,España,Rioja Alavesa,other
649,Marqués del Puerto,2015,74902,Crianza 2015,3.4,317,7.42,España,Rioja,Rioja
650,Viña Pomal,2016,1126218,Centenario Crianza 2016,3.7,242,7.43,España,Rioja,Rioja
651,Dominio de Tares,2018,1896149,Baltos Mencía 2018,3.7,77,7.44,España,Bierzo,other
652,Marques de Burgos,2019,1196336,Roble Vendimia Seleccionada 2019,3.7,84,7.45,España,Ribera del Duero,Ribera del Duero
653,Albet i Noya,2019,4537662,Curiós Tempranillo Ull de Llebre Penedès 2019,3.6,123,7.45,España,Panadés,other
654,Loxarel,2019,2600072,Amaltea Tinto 2019,3.8,42,7.45,España,Panadés,other
655,Finca Torremilanos,2020,1620973,Montecastrillo Tinto 2020,3.7,46,7.45,España,Ribera del Duero,Ribera del Duero
656,Cellers Sant Rafel,2019,1519297,Solpost Negre 2019,3.5,35,7.45,España,Montsant,Catalunya Sul
657,Equilibrio,2019,2505024,9 Monastrell 2019,3.9,38,7.45,España,Murcia,other
658,Castillo de Monjardin,2017,1776643,Coupage Selección Crianza 2017,3.5,269,7.45,España,Navarra,other
659,Boada,2018,2026947,Pepe Yllera 2018,3.7,597,7.45,España,Ribera del Duero,Ribera del Duero
660,Jordi Miró,2018,4716629,Garnatxa Negra - Syrah 2018,3.5,56,7.45,España,Terra Alta,Catalunya Sul
661,Pago del Vicario,2016,1175760,Men de Mencía 2016,3.8,55,7.45,España,Bierzo,other
662,Tridente,2016,1403702,Entresuelos Tempranillo 2016,3.8,431,7.45,España,Castilla y León,other
663,Analec,2018,1857260,La Creu VI Negre 2018,3.6,26,7.45,España,Costers del Segre,other
664,Proyecto Garnachas de España,2019,1393134,La Garnacha Salvaje del Moncayo 2019,3.8,200,7.45,España,Aragón,other
665,Barahonda,2017,15714,Crianza 2017,4.0,177,7.45,España,Yecla,other
666,Viña Zaco,2014,1637698,Tempranillo (Crianza) 2014,3.6,841,7.48,España,Rioja,Rioja
667,Pío del Ramo,2017,1410992,Tinto Roble 2017,3.8,39,7.48,España,Jumilla,other
668,Azpilicueta,2017,1822301,Crianza 2017,3.7,252,7.49,España,Rioja,Rioja
669,Pere Guardiola,2016,2622923,Floresta 3B8 2016,3.4,31,7.5,España,Empordà,other
670,Bodegas Ponce,2019,1256349,Clos Lojen Manchuela 2019,3.6,525,7.5,España,Manchuela,other
671,Rioja Vega,2018,74770,Crianza 2018,3.7,167,7.5,España,Rioja,Rioja
672,Viña Zorzal,2018,1151276,Graciano 2018,3.6,391,7.5,España,Navarra,other
673,Dehesa El Carrascal,2018,5859722,Mar García 2018,4.2,33,7.5,España,Almansa,other
674,Carchelo,2019,77868,Carchelo (C) 2019,3.9,53,7.5,España,Jumilla,other
675,Altiplà Wines,2018,5161349,El Destraler Negre Criança 2018,3.4,55,7.5,España,Terra Alta,Catalunya Sul
677,De Moya,2017,2766217,Justina 2017,3.8,200,7.5,España,Valencia,other
678,Celler Frisach,2020,1909590,L'Abrunet Negre 2020,3.6,30,7.5,España,Terra Alta,Catalunya Sul
679,D Luis R,2019,8451242,Pipiolo Tinto 2019,3.3,137,7.5,España,Rioja,Rioja
680,Espelt,2017,1731540,Sauló 2017,3.3,74,7.5,España,Empordà,other
681,Heraclio Alfaro,2017,6869630,Crianza 2017,3.7,218,7.5,España,Rioja,Rioja
682,Viñedos Ruiz Jiménez,2020,2062480,Osoti Joven Organic 2020,3.6,46,7.5,España,Rioja,Rioja
683,Bodegas Valdemar,2016,15487,Conde de Valdemar Crianza 2016,3.7,336,7.5,España,Rioja,Rioja
684,Silvano Garcia,2019,4195510,4 Meses 2019,3.9,28,7.5,España,Jumilla,other
685,Bodegas Ponce,2019,1643710,Depaula Monastrell 2019,3.5,181,7.5,España,Jumilla,other
686,Solar Viejo,2016,1181896,Crianza 2016,3.6,776,7.5,España,Rioja,Rioja
687,Parés Baltà,2018,13479,Mas Petit 2018,3.5,33,7.5,España,Panadés,other
688,Bodegas Vilano,2019,1378916,Roble 2019,3.6,217,7.5,España,Ribera del Duero,Ribera del Duero
689,Bodegas Care,2018,1369510,Crianza Tempranillo - Merlot 2018,3.9,291,7.5,España,Cariñena,Catalunya Sul
690,Bodegas Monte La Reina,2017,1172538,Castillo de Monte la Reina Roble 2017,3.5,38,7.5,España,Toro,other
691,Regina Viarum,2019,7412766,Via Appia 2019,3.7,30,7.5,España,Ribeira Sacra,other
692,Masetplana,2018,1963317,El Nen de Can Maset 2018,3.6,65,7.5,España,Empordà,other
693,Viña Zorzal,2019,1151276,Graciano 2019,3.5,126,7.5,España,Navarra,other
694,Bodegas Lagunilla,2016,1129459,Reserva 2016,3.7,228,7.5,España,Rioja,Rioja
695,Celler Piñol,2017,77807,Raig de Raïm Negre 2017,3.5,328,7.55,España,Terra Alta,Catalunya Sul
696,Telmo Rodriguez,2019,63104,Dehesa Gago G 2019,3.8,240,7.55,España,Toro,other
697,Conde de Siruela,2019,1229780,Roble 2019,3.7,45,7.55,España,Ribera del Duero,Ribera del Duero
698,Finca Torremilanos,2019,1620973,Montecastrillo Tinto 2019,3.7,238,7.55,España,Ribera del Duero,Ribera del Duero
699,Cop de Vent,2020,2739699,Negre Jove 2020,3.4,44,7.55,España,Empordà,other
700,Cercavins,2018,1142420,Bru de Verdú 2018,3.8,66,7.58,España,Costers del Segre,other
701,Vinos Divertidos,2019,1205983,Cojón de Gato Tinto 2019,3.5,88,7.59,España,Somontano,other
702,Bicicletas y Peces,2018,2287880,Tempranillo 2018,3.9,61,7.59,España,Somontano,other
703,Torre de Barreda,2017,93336,Tempranillo 2017,3.9,38,7.6,España,Castilla,other
704,Lomopardo,2016,2211573,Mencía 2016,3.7,25,7.6,España,Bierzo,other
705,Viñas del Vero,2016,1599976,Tempranillo - Cabernet Sauvignon Crianza 2016,3.5,440,7.6,España,Somontano,other
706,Dominio de Atauta,2018,5406361,Torre de Golbán Roble 2018,3.7,40,7.6,España,Ribera del Duero,Ribera del Duero
707,Casa Ravella,2020,2763792,L'Isard 2020,3.9,25,7.6,España,Panadés,other
708,Bodega Sommos,2017,4442568,Crianza 2017,3.6,202,7.6,España,Somontano,other
709,Marqués de Riscal,2017,1852661,Arienzo Rioja Crianza 2017,3.7,269,7.6,España,Rioja,Rioja
710,Pago del Cielo,2020,1181892,Celeste Roble 2020,3.7,959,7.65,España,Ribera del Duero,Ribera del Duero
711,Vinessens - Casa Balaguer,2019,3267201,La Casica del Abuelo 2019,3.3,52,7.68,España,Alicante,other
712,Vetus,2017,1211850,Flor de Vetus 2017,3.7,1291,7.69,España,Toro,other
713,Hacienda del Carmen,2015,4148857,Tinto 2015,3.6,50,7.7,España,Arlanza,other
714,Altos de Rioja,2018,1175298,Altos R Crianza 2018,3.6,72,7.7,España,Rioja,Rioja
715,Herència Altés,2019,1205748,Garnatxa Negra 2019,3.8,107,7.7,España,Terra Alta,Catalunya Sul
716,Aibar,2019,1480974,Xyz Tridimensional 2019,3.5,35,7.7,España,Montsant,Catalunya Sul
717,De Muller,2019,1212314,Syrah 2019,3.8,268,7.73,España,Tarragona,Catalunya Sul
718,Finca La Estacada,2017,1674830,12 Meses en Barrica Crianza 2017,3.6,56,7.75,España,Uclés,other
719,I Tant,2020,1481883,Garnatxa Negra 2020,3.5,169,7.75,España,Montsant,Catalunya Sul
720,Bodegas Ponce,2020,1256349,Clos Lojen Manchuela 2020,3.7,172,7.75,España,Manchuela,other
721,Lan,2018,88830,Crianza Rioja 2018,3.7,413,7.75,España,Rioja,Rioja
722,Bodega Jesus Romero,2019,1538477,Rubus 2019,3.8,45,7.75,España,Aragón,other
723,Beso de Rechenna,2017,1375301,Bobal Crianza 2017,3.9,195,7.75,España,Utiel-Requena,other
724,Orto Vins,2019,1846376,Les Argiles d'Orto Negre 2019,3.6,52,7.75,España,Montsant,Catalunya Sul
725,Equilibrio,2017,2505024,9 Monastrell 2017,3.9,344,7.75,España,Murcia,other
726,Raul Calvo Beltran,2018,1597096,Caliel Roble 2018,3.6,208,7.75,España,Ribera del Duero,Ribera del Duero
727,Obalo,2019,1252789,Joven Rioja 2019,3.6,51,7.75,España,Rioja,Rioja
728,Bodegas Lleiroso,2019,2016016,Luz Millar Roble 2019,3.8,43,7.75,España,Ribera del Duero,Ribera del Duero
729,Bracamonte,2018,1225168,Roble 2018,3.6,35,7.75,España,Ribera del Duero,Ribera del Duero
730,Jeromin,2018,1139252,Grego Garnacha Centenaria 2018,3.3,30,7.75,España,Madrid,other
731,Condesa de Leganza,2013,1173157,Tempranillo 2013,3.1,198,7.78,España,Castilla,other
732,Vinos del Paseante,2014,2062578,La Pelea Tempranillo 2014,3.6,55,7.79,España,Rioja,Rioja
733,Sospechoso,2018,1371436,Tinto 2018,3.5,62,7.79,España,Castilla,other
734,Luzon,2019,6981077,Colección Roble 2019,3.6,44,7.8,España,Jumilla,other
735,Cune (CVNE),2019,2492401,Roble 2019,3.7,375,7.8,España,Ribera del Duero,Ribera del Duero
736,Bodegas Fin de Siglo,2016,2361363,XIII Lunas (Crianza) Rioja 2016,3.6,135,7.8,España,Rioja,Rioja
737,Estefanía,2019,5110258,Tilenus Vendimia Bierzo 2019,3.6,42,7.8,España,Bierzo,other
738,Bodegas Vallobera,2018,1205627,Crianza Rioja 2018,3.7,265,7.8,España,Rioja,Rioja
739,Winery Arts,2009,1219913,Reverse Six 2009,3.6,247,7.8,España,Ribera del Queiles,other
740,Bodega Sommos,2019,5980061,Varietales Tinto 2019,3.9,170,7.8,España,Somontano,other
741,Bodegas Cosme Palacio,2015,2328702,Glorioso Rioja Reserva 2015,3.8,574,7.8,España,Rioja,Rioja
742,Dominio Dostares,2016,1853501,Estay Prieto Picudo 2016,3.5,191,7.8,España,Bierzo,other
743,Costers del Sió,2019,1368709,Petit Siós Tinto 2019,3.8,244,7.8,España,Costers del Segre,other
744,Castell del Remei,2019,1616,Gotim Bru 2019,3.7,174,7.84,España,Costers del Segre,other
745,Dominio de Tares,2020,9038538,El Paisano de Tares 2020,3.7,147,7.84,España,Bierzo,other
746,Roig Parals,2019,2342512,Mallolet Tinto 2019,3.8,27,7.85,España,Empordà,other
747,Hermanos Lurton,2018,1178776,Tempranillo 2018,3.7,239,7.85,España,Toro,other
748,Monteabellon,2019,1411472,Ribera del Duero 5 Meses en Barrica 2019,3.6,77,7.85,España,Ribera del Duero,Ribera del Duero
749,Bodegas Franco-Españolas,2016,1100348,Rioja Bordón Crianza 2016,3.7,1113,7.85,España,Rioja,Rioja
750,Abadal,2020,4314254,Franc 2020,3.5,43,7.86,España,Pla de Bages,other
751,Pagos del Rey,2017,5050415,Sentero Roble Tinta de Toro 2017,3.5,154,7.89,España,Toro,other
752,Alvear,2019,1598831,Palacio Quemado Crianza 2019,3.9,29,7.89,España,Ribera del Guadiana,other
753,Briego,2019,2064350,Vendimia Seleccionada 2019,3.6,46,7.9,España,Ribera del Duero,Ribera del Duero
754,Aroa,2016,1757771,Mutiko 2016,3.5,84,7.9,España,Navarra,other
755,Alvear,2018,1598831,Palacio Quemado Crianza 2018,3.7,160,7.9,España,Ribera del Guadiana,other
756,Divina Proporción,2019,2434457,Toro 24 Mozas 2019,3.9,610,7.9,España,Toro,other
757,Viña Pomal,2017,1126218,Centenario Crianza 2017,3.8,168,7.9,España,Rioja,Rioja
758,Pinuaga,2018,2048052,La Senda 2018,3.9,40,7.9,España,Castilla,other
759,Madrid Romero,2018,6537425,3 Calas Tinto 2018,3.5,28,7.9,España,Jumilla,other
760,Teso La Monja,2019,1239828,Románico 2019,3.7,130,7.9,España,Toro,other
761,Laus,2016,1130859,Reserva 2016,3.5,35,7.9,España,Somontano,other
762,Protos,2020,1132737,Roble 2020,3.8,544,7.9,España,Ribera del Duero,Ribera del Duero
763,Viña d'Mateo,2018,1931412,Massimo Rosso 2018,3.6,87,7.9,España,Ribeira Sacra,other
764,Bodegas del Rosario,2019,5511692,Bullas Cuatro Las Reñas 2019,4.0,27,7.9,España,Bullas,other
765,Baronia,2018,5128532,7 Desitjos Negre 2018,3.6,27,7.9,España,Montsant,Catalunya Sul
766,Más Que Vinos,2016,84515,Ercavio Tempranillo Roble 2016,3.8,397,7.9,España,Castilla,other
767,Ermita del Conde,2016,4549871,El Vuelo 2016,3.7,37,7.9,España,Castilla y León,other
768,Oller del Mas,2020,1217520,Petit Bernat 2020,3.7,161,7.9,España,Pla de Bages,other
769,Monte Real,2018,1576642,Reserva 2018,3.9,41,7.9,España,Rioja,Rioja
770,Mas Ramoneda,2016,5774436,Picot Roure Oak 2016,3.5,42,7.9,España,Costers del Segre,other
771,Lynus,2019,3534054,Infante 2019,4.0,72,7.9,España,Ribera del Duero,Ribera del Duero
772,Marqués de Riscal,2016,1852661,Arienzo Rioja Crianza 2016,3.7,2920,7.9,España,Rioja,Rioja
773,Alta Alella,2019,4084668,GX 2019,3.7,228,7.9,España,Alella,other
774,Marqués de Riscal,2018,1852661,Arienzo Rioja Crianza 2018,3.8,102,7.9,España,Rioja,Rioja
