index,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,Selected_region
1532,Martin Berdugo,2018,1150140,Crianza 2018,4.0,186,10.8,España,Ribera del Duero,Ribera del Duero
1533,Espelt,2018,5284945,Lledoner del Nord 2018,3.3,147,10.8,España,Empordà,other
1534,Bodegas Ateca,2019,1183710,Atteca Garnacha (Old Vines) 2019,3.9,65,10.8,España,Calatayud,other
1535,Segura Viudas,2015,1231102,Mas d'Aranyó Reserva 2015,3.7,114,10.85,España,Cataluña,Catalunya Sul
1536,Alcorta,2015,6776776,Apasionado Reserva 2015,3.6,62,10.85,España,Rioja,Rioja
1537,Finca Antigua,2014,13944,Reserva 2014,3.6,53,10.85,España,La Mancha,other
1538,Bodegas Luis Perez,2018,5674255,El Triángulo 2018,3.7,198,10.85,España,Cádiz,other
1539,Bodegas Valdemar,2012,15488,Conde de Valdemar Reserva 2012,4.0,1254,10.85,España,Rioja,Rioja
1540,Lavia,2017,1668586,Monastrell - Syrah 2017,3.9,111,10.85,España,Bullas,other
1541,Borsao Bodegas,2016,1147887,Berola 2016,4.0,926,10.85,España,Campo de Borja,other
1542,Celler Cal Bessó,2017,5120348,Lo Cirerer 2017,3.9,92,10.85,España,Montsant,Catalunya Sul
1543,Cal Grau,2017,3387575,La Petite Agnès 2017,3.7,153,10.85,España,Priorato,Catalunya Sul
1544,Campillo,2018,1207136,Crianza Rioja 2018,3.9,475,10.85,España,Rioja,Rioja
1545,Sierra Cantabria,2017,1588509,Garnacha 2017,4.1,70,10.85,España,Rioja,Rioja
1546,Ramón Bilbao,2018,1612897,Edición Limitada 2018,3.9,120,10.89,España,Rioja,Rioja
1547,Viña Albina,2012,1399070,Gran Reserva 2012,3.9,156,10.89,España,Rioja,Rioja
1548,Buil & Giné,2017,85518,17-XI 2017,3.8,104,10.9,España,Montsant,Catalunya Sul
1549,Viñas del Vero,2017,23483,Colección Pago Los Canteras Syrah Somontano 2017,3.7,52,10.9,España,Somontano,other
1550,Viñas del Vero,2016,23482,Cabernet Sauvignon Somontano 2016,3.5,163,10.9,España,Somontano,other
1551,Acustic Celler,2014,80370,Montsant Acústic 2014,3.8,797,10.9,España,Montsant,Catalunya Sul
1552,Bodegas Bhilar,2019,1949131,Bhilar Plots Rioja Red 2019,3.7,126,10.9,España,Rioja,Rioja
1553,Rosario Vera,2018,6907091,Tinto 2018,3.9,274,10.9,España,Rioja,Rioja
1554,Finca Bacara,2017,7087068,Time Waits For No One (Black Label) 2017,3.5,64,10.9,España,Jumilla,other
1555,Celler Piñol,2014,1206763,Portal Roble (Nuestra Señora) 2014,3.6,108,10.9,España,Tarragona,Catalunya Sul
1556,Marco Real,2014,1192087,Reserva de Familia 2014,4.0,87,10.9,España,Navarra,other
1557,Los Aguilares,2020,1722822,Tinto 2020,3.7,115,10.9,España,Andalucía,other
1558,VI Cool Be Cool,2018,8427528,El Timó 2018,3.5,27,10.9,España,Empordà,other
1559,Lan,2017,6438949,Xtréme Ecológico Crianza 2017,3.9,115,10.9,España,Rioja,Rioja
1560,Collbaix Celler El Molí,2019,8501964,Oest 2019,3.7,48,10.9,España,Pla de Bages,other
1561,Enrique Mendoza,2017,1213653,Merlot - Monastrell 2017,3.7,204,10.9,España,Alicante,other
1562,Pago de Los Capellanes,2020,16227,Joven Roble Tinto 2020,4.0,1267,10.9,España,Ribera del Duero,Ribera del Duero
1563,Campos de Dulcinea,2016,5453192,Selección de Familia 2016,3.9,50,10.9,España,La Mancha,other
1564,Marco Real,2015,1192087,Reserva de Familia 2015,3.8,55,10.9,España,Navarra,other
1565,Vinessens - Casa Balaguer,2018,1565648,Sein 2018,3.8,123,10.9,España,Alicante,other
1566,Rejadorada,2016,1230030,Novellum 2016,4.0,95,10.9,España,Toro,other
1567,Mindiarte,2016,1771710,Reserva 2016,3.5,45,10.9,España,Rioja Alta,other
1568,Bodegas Urbina,2012,1278370,Crianza Tinto 2012,3.8,154,10.9,España,Rioja,Rioja
1569,Proyecto Garnachas de España,2019,1486336,La Garnatxa Fosca del Priorat 2019,3.8,125,10.9,España,Priorato,Catalunya Sul
1570,Gran Feudo,2014,1441674,Viñas Viejas Reserva 2014,3.5,460,10.9,España,Navarra,other
1571,Olivier Rivière,2018,1218832,Rioja Rayos Uva 2018,3.7,1067,10.9,España,Rioja,Rioja
1572,Hermanos Peciña,2015,1146401,Señorío de P. Peciña Crianza 2015,3.8,170,10.9,España,Rioja,Rioja
1573,Raúl Pérez,2019,1175429,Castro Ventosa El Castro de Valtuille 2019,3.7,58,10.9,España,Bierzo,other
1574,Venta La Vega - Bodegas Almanseñas,2016,5374601,Ternario 2 2016,3.5,40,10.9,España,Almansa,other
1575,Isidro Milagro,2014,1148471,Ramon Lopez Murillo Reserva 2014,3.4,135,10.9,España,Rioja,Rioja
1576,Castellroig,2018,5924980,Sabaté i Coca Sø Negre 2018,3.7,32,10.9,España,Panadés,other
1577,Ribera del Juá,2017,6415373,Crianza 2017,3.4,101,10.9,España,Jumilla,other
1578,Bodegas Nekeas,2015,5233588,Los Olivos Reserva 2015,3.8,56,10.9,España,Navarra,other
1579,Viñas del Vero,2017,23482,Cabernet Sauvignon Somontano 2017,3.3,45,10.9,España,Somontano,other
1580,Melonera,2020,1952862,La Encina del Inglés Ronda 2020,3.7,93,10.9,España,Andalucía,other
1581,Bodegas Olarra,2016,76308,Añares Rioja Reserva 2016,3.8,460,10.9,España,Rioja,Rioja
1582,Melonera,2018,1952862,La Encina del Inglés Ronda 2018,3.7,100,10.9,España,Andalucía,other
1583,Bodegas Olarra,2017,76308,Añares Rioja Reserva 2017,3.9,104,10.9,España,Rioja,Rioja
1584,EGO,2017,1586421,Goru Monastrell 2017,3.8,78,10.9,España,Jumilla,other
1585,Bela,2019,6691245,Roble 2019,3.6,70,10.9,España,Ribera del Duero,Ribera del Duero
1586,Volver,2019,7439078,Quinta del 67 Crianza 2019,4.0,190,10.9,España,Almansa,other
1587,Vinessens - Casa Balaguer,2018,8461140,Terra Danella 2018,3.8,25,10.9,España,Alicante,other
1588,Dominio del Urogallo,2018,2612919,La Fanfarria 2018,3.8,27,10.9,España,Asturias,other
1589,Rectoral de Amandi,2020,8716276,Matilda Nieves Mencia 2020,4.0,127,10.9,España,Ribeira Sacra,other
1590,Raimat,2017,1811157,Moli Cabernet Sauvignon 2017,3.8,172,10.91,España,Costers del Segre,other
1591,Casa Castillo,2018,5961896,Vino de Finca 2018,3.7,399,10.92,España,Jumilla,other
1592,Viña Salceda,2016,1111660,Rioja Reserva 2016,3.8,744,10.94,España,Rioja,Rioja
1593,Solar Viejo,2016,1737807,Amor de Madre Crianza Rioja 2016,3.5,155,10.95,España,Rioja,Rioja
1594,Yllera,2018,1136769,Vendimia Seleccionada 2018,3.8,29,10.95,España,Castilla y León,other
1595,Monasterio de Las Vinas,2016,1776352,Garnacha Old Vine 2016,3.3,44,10.95,España,Cariñena,Catalunya Sul
1596,Hacienda el Ternero,2014,5360156,Selección 2014,3.9,84,10.95,España,Rioja,Rioja
1597,Marques de Vitoria,2014,3490,Rioja Reserva 2014,3.9,420,10.95,España,Rioja,Rioja
1598,Paco Garcia,2016,1271803,Crianza 2016,3.6,322,10.95,España,Rioja,Rioja
1599,Hacienda López de Haro,2017,1537689,El Pacto 2017,3.9,509,10.95,España,Rioja,Rioja
1600,Casa Gran del Siurana,2020,1145808,Priorat GR-174 2020,3.9,470,10.95,España,Priorato,Catalunya Sul
1601,Castaño,2017,1137120,Solanera Viñas Viejas 2017,3.8,294,10.95,España,Yecla,other
1602,Viña Ane,2017,1260479,Autor 2017,3.6,36,10.95,España,Rioja,Rioja
1603,Cuatro Pasos,2018,4366755,Black Mencia 2018,3.9,67,10.95,España,Bierzo,other
1604,Venta d'Aubert,2015,1191816,Ventus 2015,3.7,79,10.95,España,Bajo Aragón,other
1605,Calandria,2017,1234393,Cientruenos 2017,3.8,136,10.95,España,Navarra,other
1606,Volver,2019,1195424,Single Vineyard Tempranillo 2019,4.0,93,10.95,España,La Mancha,other
1607,Mas Blanch I Jove,2019,5616272,Troballa Garnatxa Negra 2019,3.6,39,10.95,España,Costers del Segre,other
1608,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1619,10.95,España,Cariñena,Catalunya Sul
1609,D. Mateos,2019,5033894,Insensato Garnacha 2019,4.0,317,10.95,España,Rioja,Rioja
1610,Oriol Rossell,2019,1844179,Rocaplana Syrah 2019,3.6,55,10.95,España,Panadés,other
1611,Jean Leon,2019,1532992,Merlot - Petit Verdot Penedès 3055 2019,3.6,423,10.95,España,Panadés,other
1612,De Muller,2018,1210435,Legítim Crianza 2018,4.2,392,10.95,España,Priorato,Catalunya Sul
1613,Hacienda López de Haro,2018,6490747,Edición Limitada 2018,3.8,115,10.95,España,Rioja,Rioja
1614,Cinema,2016,1449049,Crianza 2016,3.9,38,10.95,España,Ribera del Duero,Ribera del Duero
1615,Wine's Ocean,2017,3874019,Tomasitos 2017,3.6,42,10.95,España,Tarragona,Catalunya Sul
1616,Pardevalles,2018,1182725,Gamonal 2018,3.9,27,10.95,España,Tierra de León,other
1617,Federico Paternina,2015,5475609,Reserva Rioja Selección Especial 2015,3.9,47,10.95,España,Rioja,Rioja
1618,Viniric,2018,6602709,Propòsit 2018,3.8,26,10.95,España,Empordà,other
1619,Lan,2018,6438949,Xtréme Ecológico Crianza 2018,4.2,43,10.95,España,Rioja,Rioja
1620,Finca Los Aljibes,2015,1159307,Cabernet Franc 2015,3.8,77,10.95,España,Castilla,other
1621,Paco Garcia,2018,1271803,Crianza 2018,3.8,91,10.95,España,Rioja,Rioja
1622,Viñas del Vero,2017,1674989,Colección Pago El Ariño Merlot Somontano 2017,3.6,45,10.95,España,Somontano,other
1623,D. Mateos,2018,5086607,Insolente Graciano 2018,3.7,108,10.95,España,Rioja,Rioja
1624,D. Mateos,2020,5086607,Insolente Graciano 2020,3.9,60,10.95,España,Rioja,Rioja
1625,Losada,2018,2600424,Bierzo Red 2018,4.0,1275,10.95,España,Bierzo,other
1626,La Mejorada,2014,1312304,Las Norias 2014,3.8,212,10.95,España,Castilla y León,other
1627,Volver,2017,1603076,Tarima Hill Old Vines Monastrell 2017,3.9,1611,10.97,España,Alicante,other
1628,Volver,2018,1195424,Single Vineyard Tempranillo 2018,4.0,1071,10.97,España,La Mancha,other
1629,Matsu,2020,1136746,El Recio 2020,4.0,49,10.99,España,Toro,other
1630,Palacios Remondo,2018,1280344,La Montesa 2018,3.9,1463,10.99,España,Rioja,Rioja
1631,Artuke,2019,1915104,Pies Negros Rioja 2019,3.7,256,10.99,España,Rioja,Rioja
1632,Viña Salceda,2017,1111660,Rioja Reserva 2017,3.6,46,11.0,España,Rioja,Rioja
1633,Forlong,2019,4386893,Petit Forlong 2019,3.8,87,11.0,España,Cádiz,other
1634,Comalats,2018,6449132,Esparver 2018,3.7,35,11.0,España,Costers del Segre,other
1635,Tridente,2017,2055561,Tempranillo 2017,4.0,363,11.0,España,Castilla y León,other
1636,El Ilusionista,2016,3180715,Crianza 2016,3.8,33,11.0,España,Ribera del Duero,Ribera del Duero
1637,Condado de Oriza,2016,1234198,Reserva Ribera del Duero 2016,3.7,206,11.0,España,Ribera del Duero,Ribera del Duero
1638,Montecillo,2015,6087783,Edición Limitada 2015,3.9,34,11.0,España,Rioja,Rioja
1639,El Vínculo,2016,7586997,Crianza 2016,3.9,756,11.0,España,La Mancha,other
1640,Envínate,2020,2674577,Albahra 2020,4.0,250,11.0,España,Castilla,other
1641,El Ilusionista,2017,3180715,Crianza 2017,3.5,44,11.0,España,Ribera del Duero,Ribera del Duero
1642,Bracamonte,2014,1149912,Crianza 2014,3.9,78,11.05,España,Ribera del Duero,Ribera del Duero
1643,Hugas de Batlle,2017,2239688,Coma de Vaixell 2017,3.8,29,11.07,España,Empordà,other
1644,Bodega La Carbonera,2017,6823100,Las Pisadas 2017,3.7,53,11.07,España,Rioja,Rioja
1645,Guelbenzu,2015,51644,Evo 2015,4.0,64,11.1,España,Ribera del Queiles,other
1646,Ramón Bilbao,2018,1596684,Rioja Viñedos de Altura 2018,4.0,92,11.1,España,Rioja,Rioja
1647,Casa Corredor,2018,6314475,Alagú Forcallat 2018,3.7,42,11.12,España,Alicante,other
1648,Eternum Viti,2013,1148338,Tinto 2013,3.5,197,11.12,España,Toro,other
1649,Juvé & Camps,2017,1183629,Casa Vella d'Espiells Cabernet Sauvignon 2017,3.8,32,11.14,España,Panadés,other
1650,Bodegas Nekeas,2019,2032695,El Chaparral de Vega Sindoa Old Vines Garnacha 2019,4.0,30,11.15,España,Navarra,other
1651,RAR Vins Singulars,2018,8208701,Essència 2018,3.9,77,11.18,España,Priorato,Catalunya Sul
1652,Clos de Lôm,2019,7276689,Garnacha 2019,3.9,55,11.2,España,Valencia,other
1653,Boapeza,2019,4789446,Mencia 2019,3.6,46,11.2,España,Ribeira Sacra,other
1654,Curii Uvas & Vinos,2020,5932425,Una Noche y Un Dia 2020,3.7,29,11.2,España,Alicante,other
1655,Carmelo Rodero,2020,1284755,9 Meses Tinto 2020,3.9,650,11.2,España,Ribera del Duero,Ribera del Duero
1656,Tomàs Cusiné,2018,1106641,Vilosell 2018,3.8,267,11.2,España,Costers del Segre,other
1657,Atalaya,2019,3652602,La Atalaya del Camino 2019,4.2,843,11.21,España,Almansa,other
1658,Izadi,2016,1832930,Rioja Selección 2016,4.0,713,11.24,España,Rioja,Rioja
1659,Hacienda Solano,2019,6026357,Selección 2019,3.8,125,11.25,España,Ribera del Duero,Ribera del Duero
1660,Wineissocial,2020,5653113,Rebeldes 2020,3.6,88,11.25,España,Montsant,Catalunya Sul
1661,Wineissocial,2019,5653113,Rebeldes 2019,3.7,195,11.25,España,Montsant,Catalunya Sul
1662,La Purisima,2016,1678294,Old Vines Expression 2016,3.9,259,11.25,España,Yecla,other
1663,Nabal,2018,6737244,Valle de Nabal Tempranillo 2018,3.9,56,11.25,España,Ribera del Duero,Ribera del Duero
1664,Analec,2016,1231658,La Romiguera 2016,3.9,34,11.25,España,Costers del Segre,other
1665,Finca Sandoval,2019,1126959,Salia 2019,3.7,27,11.25,España,Manchuela,other
1666,Lavia,2015,1784470,Plus+ 2015,3.8,269,11.25,España,Bullas,other
1667,Vins del Tros,2016,4076390,Ay de Mi 2016,3.8,35,11.25,España,Terra Alta,Catalunya Sul
1668,Veronica Ortega,2020,10170470,Quite Vinas Viejas 2020,3.8,33,11.26,España,Bierzo,other
1669,Bodega Marañones,2018,1434974,Treintamil (30.000) Maravedies 2018,3.6,244,11.27,España,Madrid,other
1670,Oliveda,2017,4695684,Terra de Vents 2017,3.8,52,11.31,España,Empordà,other
1671,Volver,2015,1603076,Tarima Hill Old Vines Monastrell 2015,4.0,6093,11.33,España,Alicante,other
1672,Finca Torremilanos,2018,1204787,Los Cantos de Torremilanos 2018,4.0,469,11.35,España,Ribera del Duero,Ribera del Duero
1673,Finca La Estacada,2016,5376743,Tempranillo Crianza 2016,3.7,117,11.35,España,La Mancha,other
1674,Vall de Baldomar,2019,1258325,Cristiari d’Alós 2019,3.8,26,11.35,España,Costers del Segre,other
1675,Marqués de Cáceres,2016,10249,Rioja Reserva 2016,3.9,556,11.35,España,Rioja,Rioja
1676,Celler de Capçanes,2020,3782529,La Nit de Les Garnatxes Llicorella 2020,4.0,29,11.35,España,Montsant,Catalunya Sul
1677,Envínate,2019,2674577,Albahra 2019,3.8,934,11.35,España,Castilla,other
1678,Valderiz,2019,5987439,De Chiripa 2019,3.6,56,11.37,España,Ribera del Duero,Ribera del Duero
1679,Hacienda Solano,2020,6026357,Selección 2020,3.8,30,11.39,España,Ribera del Duero,Ribera del Duero
1680,Viña Albina,2014,1433432,Reserva Vendimia Seleccionada 2014,3.7,501,11.4,España,Rioja,Rioja
1681,Valserrano,2016,1843806,Rioja Crianza 2016,3.8,1452,11.4,España,Rioja,Rioja
1682,Baigorri,2018,1565592,Crianza  Tempranillo 2018,3.8,438,11.4,España,Rioja,Rioja
1683,Dehesa de Los Canónigos,2020,2051587,Quinta Generación 2020,3.7,43,11.4,España,Ribera del Duero,Ribera del Duero
1684,Castell del Remei,2018,1615,ODA Negre 2018,4.0,193,11.43,España,Costers del Segre,other
1685,Baron de Ley,2017,1243390,Varietales Maturana Rioja 2017,4.1,327,11.45,España,Rioja,Rioja
1686,Evodia,2017,6706211,Pizarras Antiguas 2017,3.4,313,11.45,España,Aragón,other
1687,Viñas del Vero,2018,23483,Colección Pago Los Canteras Syrah Somontano 2018,4.2,35,11.45,España,Somontano,other
1688,Azpilicueta,2017,3652647,Origen Crianza 2017,3.8,1177,11.45,España,Rioja,Rioja
1689,Ramón Bilbao,2015,77022,Rioja Reserva (Tempranillo) 2015,4.1,4777,11.46,España,Rioja,Rioja
1690,Pío del Ramo,2016,3316230,Crianza 2016,3.8,28,11.48,España,Jumilla,other
1691,Celler de Capçanes,2017,3782524,La Nit de Les Garnatxes Calissa 2017,3.8,49,11.49,España,Montsant,Catalunya Sul
1692,Estones,2018,1902933,Set Tota la Vida 2018,4.1,43,11.49,España,Montsant,Catalunya Sul
1693,Bodegas Valdemar,2015,15499,Inspiración Sélección 2015,3.9,342,11.49,España,Rioja,Rioja
1694,Baron de Ley,2018,1573980,Varietales Graciano Rioja 2018,3.9,127,11.49,España,Rioja,Rioja
1695,Baron de Ley,2018,1243390,Varietales Maturana Rioja 2018,4.0,53,11.49,España,Rioja,Rioja
1696,Cuevas de Arom,2016,6583521,Pedra Forca Garnacha - Syrah 2016,3.7,466,11.49,España,Campo de Borja,other
1697,Solar Viejo,2015,1235815,Reserva Rioja 2015,3.7,123,11.49,España,Rioja,Rioja
1698,Bodegas y Viñedos del Jalón,2011,1232722,Las Pizarras 2011,3.6,200,11.49,España,Calatayud,other
1699,Pardevalles,2016,1182725,Gamonal 2016,3.8,436,11.49,España,Tierra de León,other
1700,Busca Raons,2019,6834921,Tinto 2019,3.3,100,11.5,España,Costers del Segre,other
1701,Franck Massard,2018,1583174,El Brindis 2018,3.7,98,11.5,España,Montsant,Catalunya Sul
1702,Bodegas Frontonio,2016,4523406,Microcósmico Garnacha 2016,3.7,417,11.5,España,Valdejalón,other
1703,Pepe Mendoza Casa Agrícola,2019,5903001,Tinto 2019,3.9,70,11.5,España,Alicante,other
1704,Bodegas Ateca,2014,1183710,Atteca Garnacha (Old Vines) 2014,3.9,1703,11.5,España,Calatayud,other
1705,Clea,2014,1906632,Crianza 2014,3.6,45,11.5,España,Ribera del Duero,Ribera del Duero
1706,Monte Real,2017,6871209,Reserva de Familia 2017,4.0,259,11.5,España,Rioja,Rioja
1707,Cuevas de Arom,2018,6583521,Pedra Forca Garnacha - Syrah 2018,3.8,52,11.5,España,Campo de Borja,other
1708,Jean Leon,2018,1532992,Merlot - Petit Verdot Penedès 3055 2018,3.8,699,11.5,España,Panadés,other
1709,M. Chapoutier,2018,5807711,Dominio del Soto Joven 2018,3.7,36,11.5,España,Ribera del Duero,Ribera del Duero
1710,Vara Y Pulgar,2018,3036211,Tintilla 2018,3.9,129,11.5,España,Cádiz,other
1711,Pata Negra,2014,7382987,Reserva Tempranillo 2014,3.7,82,11.5,España,Ribera del Duero,Ribera del Duero
1712,Baron de Ley,2018,2229674,Varietales Garnacha Rioja 2018,3.7,123,11.5,España,Rioja,Rioja
1713,Loxarel,2019,17413,OPS Tinto 2019,3.8,58,11.5,España,Cataluña,Catalunya Sul
1714,Rioja Vega,2017,74771,Reserva 2017,3.7,58,11.5,España,Rioja,Rioja
1715,Epifanio Rivera,2019,1182155,Erial Tinto Fino 2019,4.0,176,11.5,España,Ribera del Duero,Ribera del Duero
1716,Estones,2017,1902933,Set Tota la Vida 2017,4.1,42,11.5,España,Montsant,Catalunya Sul
1717,Heras Cordon,2018,1478457,Rioja Vendimia Seleccionada 2018,3.9,60,11.5,España,Rioja,Rioja
1718,Viña Albina,2017,1433432,Reserva Vendimia Seleccionada 2017,3.6,171,11.5,España,Rioja,Rioja
1719,Condado de Haza,2019,1126813,Crianza Ribera del Duero 2019,3.9,99,11.5,España,Ribera del Duero,Ribera del Duero
1720,Museum,2016,2100126,Reserva 2016,4.1,770,11.5,España,Cigales,other
1721,Castillo Perelada,2017,1245225,Empordà Grande Reserve Speciale Balduino y Fabiola 2017,3.8,60,11.5,España,Empordà,other
1722,Can Sumoi,2019,8550226,Sumoll - Garnatxa 2019,4.0,161,11.5,España,Cataluña,Catalunya Sul
1723,Bodega La Carbonera,2016,6823100,Las Pisadas 2016,3.9,1209,11.5,España,Rioja,Rioja
1724,Viore,2015,5630493,Ribera del Duero Crianza 2015,3.8,37,11.5,España,Ribera del Duero,Ribera del Duero
1725,Can Blau,2017,1478833,Blau 2017,3.8,1344,11.5,España,Montsant,Catalunya Sul
1726,Pago Los Balancines,2017,7266325,Crianza Coleccion 2017,3.7,74,11.5,España,Ribera del Guadiana,other
1727,Divina Proporción,2018,1970960,Abracadabra 2018,3.9,195,11.5,España,Toro,other
1728,Condado de Haza,2017,1126813,Crianza Ribera del Duero 2017,3.9,1811,11.5,España,Ribera del Duero,Ribera del Duero
1729,De Moya,2018,2905850,María 2018,4.2,59,11.5,España,Valencia,other
1730,Mas Foraster,2018,6844449,Vuitanta-Dos 2018,3.8,30,11.5,España,Conca de Barberà,other
1731,Beronia,2015,1164695,Rioja Reserva 2015,4.0,5536,11.5,España,Rioja,Rioja
1732,Viore,2016,5630493,Ribera del Duero Crianza 2016,3.6,84,11.5,España,Ribera del Duero,Ribera del Duero
1733,Scala Dei,2016,1168142,Negre Priorat 2016,3.6,519,11.58,España,Priorato,Catalunya Sul
1734,Particular,2015,2538450,Cariñena 2015,3.5,113,11.6,España,Cariñena,Catalunya Sul
1735,Viña Zorzal,2019,4075513,Corral de los Altos 2019,3.9,26,11.6,España,Navarra,other
1736,Laus,2015,1130857,Crianza 2015,3.5,131,11.6,España,Somontano,other
1737,Bodegas Carramimbre,2018,1154407,Carramimbre Crianza 2018,4.0,470,11.6,España,Ribera del Duero,Ribera del Duero
1738,Tridente,2017,2185839,Triton Tinta de Toro 2017,3.8,337,11.6,España,Toro,other
1739,Solà Classic,2015,1420328,1777 Bleu 2015,4.2,26,11.6,España,Priorato,Catalunya Sul
1740,Bodegas Luis Perez,2019,1216614,Garum 2019,4.1,349,11.65,España,Cádiz,other
1741,Suertes del Marqués,2018,1175021,7 Fuentes 2018,3.4,828,11.65,España,Valle de la Orotava,other
1742,Marqués de Cáceres,2015,1871335,Excellens Reserva Rioja 2015,4.1,102,11.68,España,Rioja,Rioja
1743,Castillo de Monjardin,2014,1776643,Coupage Selección Crianza 2014,3.5,113,11.68,España,Navarra,other
1744,Cathar,2012,1148334,Roble 2012,3.8,25,11.68,España,Ribera del Duero,Ribera del Duero
1745,Tobia,2018,1210710,Selección de Autor 2018,4.0,223,11.7,España,Rioja,Rioja
1746,Basagoiti,2017,8327330,Organic 2017,3.4,25,11.7,España,Rioja,Rioja
1747,Vetus,2017,77817,Toro 2017,3.9,151,11.71,España,Toro,other
1748,Bodegas Godelia,2016,1226949,Godelia Mencía 2016,3.7,67,11.72,España,Bierzo,other
1749,Tagonius,2018,1134525,Crianza 2018,3.8,26,11.75,España,Madrid,other
1750,Tridente,2015,2055561,Tempranillo 2015,3.7,1076,11.75,España,Castilla y León,other
1751,Edetària,2018,1656995,Via Edetana Tinto 2018,3.8,107,11.75,España,Terra Alta,Catalunya Sul
1752,Bodegas Godelia,2015,1226949,Godelia Mencía 2015,3.7,206,11.75,España,Bierzo,other
1753,Señorío de Libano,2014,99093,Solar de Libano Reserva 2014,3.7,77,11.8,España,Rioja,Rioja
1754,Bodega Sommos,2017,4467464,Reserva 2017,3.8,74,11.8,España,Somontano,other
1755,Resalte,2019,1156858,Resalte Vendimia Seleccionada 2019,4.0,43,11.8,España,Ribera del Duero,Ribera del Duero
1756,Portal del Montsant,2019,100015,Brunus  Blend 2019,3.8,37,11.8,España,Montsant,Catalunya Sul
1757,Pascona,2017,4326191,Classic Garnatxa - Carinyena 2017,3.8,58,11.8,España,Montsant,Catalunya Sul
1758,Pagos del Moncayo,2018,4604187,Prados Colección Syrah 2018,4.0,51,11.8,España,Campo de Borja,other
1759,Lagravera,2016,1453769,Ónra Tinto 2016,3.8,65,11.8,España,Costers del Segre,other
1760,Resalte,2017,1156858,Resalte Vendimia Seleccionada 2017,4.0,572,11.8,España,Ribera del Duero,Ribera del Duero
1761,EGO,2017,7686972,Goru Gold 2017,3.8,3301,11.8,España,Jumilla,other
1762,Jiménez-Landi,2019,6587498,El Corralon 2019,3.5,170,11.8,España,Méntrida,other
1763,Resalte,2018,1156858,Resalte Vendimia Seleccionada 2018,4.0,421,11.8,España,Ribera del Duero,Ribera del Duero
1764,Portal del Montsant,2018,100015,Brunus  Blend 2018,3.8,255,11.8,España,Montsant,Catalunya Sul
1765,Borsao Bodegas,2019,35374,Tres Picos Garnacha 2019,4.0,451,11.8,España,Campo de Borja,other
1766,Carlos Serres,2014,1423717,Rioja Reserva 2014,3.9,198,11.83,España,Rioja,Rioja
1767,Familia Torres,2016,1129387,Gran Sangre de Toro Reserva 2016,3.8,541,11.83,España,Cataluña,Catalunya Sul
1768,Carlos Serres,2015,1423717,Rioja Reserva 2015,3.9,160,11.83,España,Rioja,Rioja
1769,Artuke,2018,1915104,Pies Negros Rioja 2018,3.8,736,11.85,España,Rioja,Rioja
1770,Celler del Roure,2020,5027716,Safrà 2020,3.6,43,11.85,España,Valencia,other
1771,Arzuaga,2018,1915993,Pago Florentino 2018,4.0,324,11.85,España,Pago Florentino,other
1772,Ordóñez,2014,1406081,Zerrán Tinto 2014,3.7,687,11.85,España,Montsant,Catalunya Sul
1773,Celler Arrufí,2018,7240379,Sol Vi 2018,3.7,31,11.85,España,Terra Alta,Catalunya Sul
1774,Monte Real,2012,1424455,Gran Reserva 2012,4.0,1180,11.88,España,Rioja,Rioja
1775,Paco Garcia,2017,1271803,Crianza 2017,3.7,348,11.89,España,Rioja,Rioja
1776,Marques de Burgos,2016,1404492,Crianza Vendimia Seleccionada 2016,3.8,68,11.89,España,Ribera del Duero,Ribera del Duero
1777,Enrique Mendoza,2018,1146693,Petit Verdot Alicante 2018,3.8,172,11.89,España,Alicante,other
1778,Vinyes Domenech,2020,6799176,Vi D'Àmfora Natural 2020,3.9,36,11.9,España,Montsant,Catalunya Sul
1779,Tábula,2018,1146109,Damana Crianza Tempranillo 2018,4.2,78,11.9,España,Ribera del Duero,Ribera del Duero
1780,Dominio do Bibei,2018,1384142,Ribeira Sacra Refugallo 2018,4.2,71,11.9,España,Ribeira Sacra,other
1781,Luzon,2018,6007664,Colección Crianza 2018,3.8,51,11.9,España,Jumilla,other
1782,Los Frailes,2017,1147627,Trilogia 2017,4.0,73,11.9,España,Valencia,other
1783,Montecillo,2013,1100225,Reserva 2013,3.8,218,11.9,España,Rioja,Rioja
1784,Palacio de Primavera,2015,4742548,Vendimia Seleccionada Reserva 2015,3.8,1424,11.9,España,Rioja,Rioja
1785,Hacienda López de Haro,2011,2870792,Gran Reserva 2011,4.0,802,11.9,España,Rioja,Rioja
1786,Scala Dei,2019,1168142,Negre Priorat 2019,3.7,234,11.9,España,Priorato,Catalunya Sul
1787,Lavia,2015,5947030,Origen 2015,4.1,48,11.9,España,Bullas,other
1788,Acustic Celler,2019,80370,Montsant Acústic 2019,3.9,64,11.9,España,Montsant,Catalunya Sul
1789,Pago Aylés,2017,4245757,s de Aylés 2017,4.0,215,11.9,España,Cariñena,Catalunya Sul
1790,Hornillos Ballesteros,2014,1171147,Mibal Selección 2014,3.9,32,11.9,España,Ribera del Duero,Ribera del Duero
