latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.699997,-3.699997,796.0,7200,Europe/Berlin,CEST

time,temperature_2m_mean (°C),precipitation_sum (mm)
2020-02-24,10.1,0.00
2020-02-25,7.6,0.20
2020-02-26,6.8,0.00
2020-02-27,7.6,0.00
2020-02-28,8.9,0.00
2020-02-29,9.2,0.20
2020-03-01,9.3,2.00
2020-03-02,7.2,11.80
2020-03-03,7.6,2.40
2020-03-04,10.4,0.00
2020-03-05,10.1,1.50
2020-03-06,5.5,0.90
2020-03-07,6.8,0.00
2020-03-08,6.7,0.00
2020-03-09,7.9,0.00
2020-03-10,9.6,0.00
2020-03-11,13.0,0.00
2020-03-12,14.7,0.20
2020-03-13,11.0,0.10
2020-03-14,9.9,0.00
2020-03-15,9.7,1.50
2020-03-16,4.8,14.30
2020-03-17,9.1,1.90
2020-03-18,12.1,0.10
2020-03-19,11.5,0.00
2020-03-20,10.9,0.00
2020-03-21,9.9,0.70
2020-03-22,10.2,2.40
2020-03-23,9.3,0.10
2020-03-24,9.8,0.00
2020-03-25,9.4,0.00
2020-03-26,5.3,0.00
2020-03-27,5.0,0.00
2020-03-28,7.0,0.00
2020-03-29,8.4,0.00
2020-03-30,4.1,0.00
2020-03-31,3.7,5.50
2020-04-01,8.1,6.40
2020-04-02,8.1,1.10
2020-04-03,7.1,0.00
2020-04-04,9.7,0.00
2020-04-05,13.0,0.70
2020-04-06,12.1,7.80
2020-04-07,13.0,3.70
2020-04-08,13.1,2.50
2020-04-09,13.7,2.50
2020-04-10,12.1,16.10
2020-04-11,12.8,5.90
2020-04-12,13.0,0.20
2020-04-13,12.2,6.40
2020-04-14,12.2,1.50
2020-04-15,12.7,0.30
2020-04-16,12.3,5.00
2020-04-17,12.4,3.30
2020-04-18,11.8,4.00
2020-04-19,11.5,7.90
2020-04-20,10.8,0.10
2020-04-21,10.7,0.70
2020-04-22,11.0,0.00
2020-04-23,12.7,1.70
2020-04-24,13.8,3.10
2020-04-25,13.9,5.60
2020-04-26,12.7,10.60
2020-04-27,11.5,2.90
2020-04-28,10.0,0.90
2020-04-29,11.2,0.00
2020-04-30,11.1,0.00
2020-05-01,14.6,0.20
2020-05-02,15.5,0.00
2020-05-03,17.7,0.00
2020-05-04,19.4,2.40
2020-05-05,15.5,0.00
2020-05-06,15.5,0.00
2020-05-07,18.6,0.70
2020-05-08,18.1,15.00
2020-05-09,16.1,1.00
2020-05-10,12.8,10.20
2020-05-11,13.2,1.00
2020-05-12,12.7,6.40
2020-05-13,12.6,8.50
2020-05-14,11.7,15.40
2020-05-15,11.1,0.80
2020-05-16,11.1,0.00
2020-05-17,11.8,0.00
2020-05-18,14.1,0.00
2020-05-19,15.1,0.00
2020-05-20,17.1,0.00
2020-05-21,18.9,0.00
2020-05-22,21.2,0.00
2020-05-23,18.1,0.00
2020-05-24,18.3,0.00
2020-05-25,19.6,4.10
2020-05-26,18.8,0.10
2020-05-27,20.6,0.00
2020-05-28,21.5,0.00
2020-05-29,21.0,0.00
2020-05-30,21.5,0.60
2020-05-31,20.7,2.30
2020-06-01,20.4,0.00
2020-06-02,21.7,0.20
2020-06-03,19.1,8.70
2020-06-04,15.2,4.30
2020-06-05,16.4,0.00
2020-06-06,17.4,1.90
2020-06-07,12.7,6.90
2020-06-08,11.8,0.50
2020-06-09,12.0,0.00
2020-06-10,14.2,0.00
2020-06-11,13.9,3.70
2020-06-12,12.1,2.80
2020-06-13,13.4,0.00
2020-06-14,14.7,0.00
2020-06-15,15.4,0.00
2020-06-16,15.8,0.70
2020-06-17,15.1,0.20
2020-06-18,16.2,0.00
2020-06-19,18.4,0.00
2020-06-20,20.5,0.00
2020-06-21,20.7,0.00
2020-06-22,22.0,0.00
2020-06-23,25.5,0.20
2020-06-24,24.6,3.20
2020-06-25,22.2,2.60
2020-06-26,22.3,0.00
2020-06-27,21.9,0.00
2020-06-28,22.5,0.00
2020-06-29,23.0,0.00
2020-06-30,24.7,0.60
2020-07-01,24.6,0.00
2020-07-02,21.1,0.00
2020-07-03,18.5,0.00
2020-07-04,20.7,0.00
2020-07-05,23.7,0.00
2020-07-06,23.0,0.00
2020-07-07,24.1,0.00
2020-07-08,26.1,4.30
2020-07-09,25.5,0.00
2020-07-10,23.2,0.00
2020-07-11,23.7,0.00
2020-07-12,24.4,4.20
2020-07-13,22.2,0.00
2020-07-14,19.9,0.00
2020-07-15,19.4,0.00
2020-07-16,21.2,0.00
2020-07-17,21.0,0.00
2020-07-18,22.2,0.00
2020-07-19,26.8,0.20
2020-07-20,27.2,0.00
2020-07-21,27.3,1.50
2020-07-22,26.5,0.20
2020-07-23,26.0,0.00
2020-07-24,24.6,0.00
2020-07-25,25.5,0.00
2020-07-26,26.5,0.00
2020-07-27,29.3,0.00
2020-07-28,26.5,0.00
2020-07-29,27.1,0.00
2020-07-30,28.7,3.60
2020-07-31,27.9,0.00
2020-08-01,25.6,0.00
2020-08-02,21.8,0.00
2020-08-03,20.7,0.00
2020-08-04,21.4,0.00
2020-08-05,24.0,0.00
2020-08-06,28.3,0.00
2020-08-07,29.3,2.30
2020-08-08,27.9,3.30
2020-08-09,28.0,0.30
2020-08-10,27.1,1.40
2020-08-11,23.9,10.20
2020-08-12,20.7,12.20
2020-08-13,20.9,0.00
2020-08-14,22.9,0.00
2020-08-15,21.3,0.00
2020-08-16,19.3,0.00
2020-08-17,19.7,1.10
2020-08-18,21.0,0.00
2020-08-19,23.1,0.00
2020-08-20,24.2,0.00
2020-08-21,22.2,5.90
2020-08-22,20.6,0.00
2020-08-23,20.5,0.00
2020-08-24,21.1,0.00
2020-08-25,24.4,0.00
2020-08-26,24.8,0.00
2020-08-27,25.0,0.00
2020-08-28,21.1,0.00
2020-08-29,15.4,0.80
2020-08-30,14.2,0.00
2020-08-31,15.7,0.00
2020-09-01,19.0,0.00
2020-09-02,18.5,0.00
2020-09-03,20.4,0.00
2020-09-04,23.5,0.00
2020-09-05,23.0,0.00
2020-09-06,20.0,0.00
2020-09-07,15.6,0.00
2020-09-08,17.0,0.00
2020-09-09,20.4,0.00
2020-09-10,20.6,0.00
2020-09-11,21.0,0.00
2020-09-12,22.5,0.00
2020-09-13,25.1,0.00
2020-09-14,24.4,0.00
2020-09-15,23.0,0.00
2020-09-16,22.6,0.20
2020-09-17,22.5,0.00
2020-09-18,19.4,2.90
2020-09-19,16.1,8.90
2020-09-20,15.5,15.20
2020-09-21,16.1,3.20
2020-09-22,16.0,0.00
2020-09-23,16.4,0.70
2020-09-24,15.7,0.00
2020-09-25,11.6,0.00
2020-09-26,11.0,0.00
2020-09-27,12.4,1.60
2020-09-28,11.6,0.00
2020-09-29,15.0,0.00
2020-09-30,17.3,0.00
2020-10-01,14.8,0.00
2020-10-02,11.1,12.50
2020-10-03,9.6,0.00
2020-10-04,11.0,2.30
2020-10-05,11.2,0.00
2020-10-06,14.7,0.10
2020-10-07,14.4,0.00
2020-10-08,16.0,0.00
2020-10-09,16.3,0.00
2020-10-10,13.1,0.00
2020-10-11,9.7,0.00
2020-10-12,10.0,0.00
2020-10-13,12.7,1.80
2020-10-14,9.8,0.10
2020-10-15,7.5,0.70
2020-10-16,6.2,0.00
2020-10-17,9.1,0.00
2020-10-18,10.5,0.00
2020-10-19,14.0,0.00
2020-10-20,13.8,26.20
2020-10-21,14.0,8.90
2020-10-22,13.2,5.50
2020-10-23,10.2,4.20
2020-10-24,10.4,0.00
2020-10-25,11.0,7.70
2020-10-26,7.1,0.60
2020-10-27,7.9,2.20
2020-10-28,11.4,0.30
2020-10-29,9.9,0.00
2020-10-30,9.5,0.00
2020-10-31,11.2,0.00
2020-11-01,12.4,0.00
2020-11-02,12.6,0.00
2020-11-03,10.1,1.80
2020-11-04,7.1,0.20
2020-11-05,9.5,1.90
2020-11-06,13.6,0.60
2020-11-07,12.4,6.40
2020-11-08,10.2,1.40
2020-11-09,11.0,3.40
2020-11-10,9.7,0.00
2020-11-11,8.6,0.00
2020-11-12,9.8,0.00
2020-11-13,8.5,0.00
2020-11-14,8.8,0.00
2020-11-15,13.3,0.70
2020-11-16,12.4,1.00
2020-11-17,10.6,0.00
2020-11-18,11.8,0.00
2020-11-19,10.4,0.00
2020-11-20,6.7,0.00
2020-11-21,6.6,0.00
2020-11-22,6.0,0.00
2020-11-23,7.0,0.00
2020-11-24,5.6,0.00
2020-11-25,5.6,0.00
2020-11-26,8.2,0.70
2020-11-27,9.5,0.00
2020-11-28,8.8,0.00
2020-11-29,7.5,0.00
2020-11-30,5.9,0.00
2020-12-01,5.5,0.00
2020-12-02,5.3,0.00
2020-12-03,3.1,0.00
2020-12-04,3.0,6.50
2020-12-05,1.3,0.20
2020-12-06,2.2,0.80
2020-12-07,5.3,9.30
2020-12-08,3.6,0.00
2020-12-09,2.0,0.00
2020-12-10,7.9,6.50
2020-12-11,10.9,10.50
2020-12-12,7.4,0.00
2020-12-13,7.8,0.00
2020-12-14,9.1,2.20
2020-12-15,6.9,4.90
2020-12-16,6.0,0.10
2020-12-17,6.5,0.00
2020-12-18,4.9,0.00
2020-12-19,7.0,5.60
2020-12-20,5.4,0.00
2020-12-21,7.6,0.70
2020-12-22,10.6,0.00
2020-12-23,8.0,0.10
2020-12-24,5.5,0.00
2020-12-25,2.3,0.00
2020-12-26,1.3,0.00
2020-12-27,1.1,0.10
2020-12-28,3.5,6.70
2020-12-29,2.2,0.60
2020-12-30,1.1,0.20
2020-12-31,2.0,6.40
